run set,number of matches,winning result,game master balance,player balance
6:6:6,0,-1,100001,99999
5:3:4,1,1,100000,100000
6:5:4,1,1,99999,100001
5:1:6,0,-1,100000,100000
5:1:6,0,-1,100001,99999
4:3:5,1,1,100000,100000
2:5:3,0,-1,100001,99999
3:2:3,0,-1,100002,99998
3:6:5,0,-1,100003,99997
5:3:2,0,-1,100004,99996
3:1:4,1,1,100003,99997
6:4:2,1,1,100002,99998
3:5:6,0,-1,100003,99997
3:6:3,0,-1,100004,99996
3:5:5,0,-1,100005,99995
3:2:6,0,-1,100006,99994
4:1:4,2,2,100004,99996
4:5:6,1,1,100003,99997
6:5:6,0,-1,100004,99996
6:3:2,0,-1,100005,99995
6:4:1,1,1,100004,99996
3:3:5,0,-1,100005,99995
5:4:5,1,1,100004,99996
5:6:1,0,-1,100005,99995
3:6:5,0,-1,100006,99994
1:5:1,0,-1,100007,99993
2:6:3,0,-1,100008,99992
2:1:5,0,-1,100009,99991
4:3:4,2,2,100007,99993
6:4:6,1,1,100006,99994
3:4:3,1,1,100005,99995
1:4:6,1,1,100004,99996
5:6:6,0,-1,100005,99995
1:4:1,1,1,100004,99996
5:1:6,0,-1,100005,99995
2:1:4,1,1,100004,99996
6:3:2,0,-1,100005,99995
5:1:6,0,-1,100006,99994
2:6:4,1,1,100005,99995
6:1:6,0,-1,100006,99994
4:6:5,1,1,100005,99995
3:5:1,0,-1,100006,99994
4:2:6,1,1,100005,99995
4:3:1,1,1,100004,99996
5:1:6,0,-1,100005,99995
1:3:1,0,-1,100006,99994
4:5:2,1,1,100005,99995
6:3:1,0,-1,100006,99994
6:6:5,0,-1,100007,99993
1:5:3,0,-1,100008,99992
1:1:3,0,-1,100009,99991
6:4:5,1,1,100008,99992
3:3:2,0,-1,100009,99991
5:4:3,1,1,100008,99992
1:6:6,0,-1,100009,99991
3:2:3,0,-1,100010,99990
5:2:2,0,-1,100011,99989
4:3:2,1,1,100010,99990
3:6:5,0,-1,100011,99989
5:5:6,0,-1,100012,99988
5:2:1,0,-1,100013,99987
3:1:2,0,-1,100014,99986
5:3:5,0,-1,100015,99985
2:6:6,0,-1,100016,99984
4:4:5,2,2,100014,99986
1:6:3,0,-1,100015,99985
5:1:3,0,-1,100016,99984
4:4:4,3,3,100013,99987
4:6:2,1,1,100012,99988
1:3:5,0,-1,100013,99987
1:5:4,1,1,100012,99988
3:2:5,0,-1,100013,99987
1:4:5,1,1,100012,99988
5:5:5,0,-1,100013,99987
4:3:3,1,1,100012,99988
2:5:3,0,-1,100013,99987
1:1:3,0,-1,100014,99986
3:5:6,0,-1,100015,99985
6:3:4,1,1,100014,99986
2:1:6,0,-1,100015,99985
4:4:5,2,2,100013,99987
2:1:2,0,-1,100014,99986
1:6:6,0,-1,100015,99985
1:4:5,1,1,100014,99986
4:2:3,1,1,100013,99987
3:5:6,0,-1,100014,99986
2:1:3,0,-1,100015,99985
2:6:6,0,-1,100016,99984
1:5:1,0,-1,100017,99983
5:5:3,0,-1,100018,99982
6:2:3,0,-1,100019,99981
4:4:4,3,3,100016,99984
6:1:6,0,-1,100017,99983
3:2:3,0,-1,100018,99982
6:5:3,0,-1,100019,99981
5:1:1,0,-1,100020,99980
2:3:4,1,1,100019,99981
6:6:6,0,-1,100020,99980
5:4:6,1,1,100019,99981
5:2:6,0,-1,100020,99980
6:1:1,0,-1,100021,99979
6:2:3,0,-1,100022,99978
6:5:4,1,1,100021,99979
6:2:1,0,-1,100022,99978
3:3:6,0,-1,100023,99977
6:5:1,0,-1,100024,99976
6:4:2,1,1,100023,99977
2:2:5,0,-1,100024,99976
5:2:3,0,-1,100025,99975
2:4:2,1,1,100024,99976
5:2:6,0,-1,100025,99975
1:1:5,0,-1,100026,99974
6:4:1,1,1,100025,99975
5:3:1,0,-1,100026,99974
3:4:2,1,1,100025,99975
4:4:3,2,2,100023,99977
5:1:2,0,-1,100024,99976
2:3:6,0,-1,100025,99975
5:4:6,1,1,100024,99976
2:2:3,0,-1,100025,99975
5:5:2,0,-1,100026,99974
5:1:6,0,-1,100027,99973
3:6:5,0,-1,100028,99972
5:5:2,0,-1,100029,99971
1:3:5,0,-1,100030,99970
3:4:1,1,1,100029,99971
3:6:2,0,-1,100030,99970
5:6:2,0,-1,100031,99969
5:5:3,0,-1,100032,99968
1:6:5,0,-1,100033,99967
6:3:6,0,-1,100034,99966
1:6:4,1,1,100033,99967
1:3:5,0,-1,100034,99966
3:1:2,0,-1,100035,99965
2:3:2,0,-1,100036,99964
5:5:4,1,1,100035,99965
5:3:4,1,1,100034,99966
4:2:1,1,1,100033,99967
3:6:3,0,-1,100034,99966
6:2:4,1,1,100033,99967
1:6:2,0,-1,100034,99966
2:4:3,1,1,100033,99967
2:6:4,1,1,100032,99968
1:5:5,0,-1,100033,99967
4:1:6,1,1,100032,99968
6:2:2,0,-1,100033,99967
3:4:5,1,1,100032,99968
2:5:1,0,-1,100033,99967
4:1:4,2,2,100031,99969
5:4:6,1,1,100030,99970
2:2:4,1,1,100029,99971
5:4:3,1,1,100028,99972
1:3:4,1,1,100027,99973
1:4:4,2,2,100025,99975
6:1:6,0,-1,100026,99974
3:1:5,0,-1,100027,99973
2:6:5,0,-1,100028,99972
1:3:3,0,-1,100029,99971
3:5:5,0,-1,100030,99970
6:2:2,0,-1,100031,99969
6:5:5,0,-1,100032,99968
1:3:2,0,-1,100033,99967
1:3:5,0,-1,100034,99966
1:1:3,0,-1,100035,99965
6:2:1,0,-1,100036,99964
6:4:5,1,1,100035,99965
4:2:4,2,2,100033,99967
2:1:3,0,-1,100034,99966
4:2:1,1,1,100033,99967
6:4:6,1,1,100032,99968
5:4:1,1,1,100031,99969
2:6:1,0,-1,100032,99968
1:2:5,0,-1,100033,99967
5:1:5,0,-1,100034,99966
1:5:4,1,1,100033,99967
2:5:6,0,-1,100034,99966
6:2:1,0,-1,100035,99965
1:2:1,0,-1,100036,99964
2:1:5,0,-1,100037,99963
6:3:1,0,-1,100038,99962
1:3:6,0,-1,100039,99961
5:1:1,0,-1,100040,99960
3:4:3,1,1,100039,99961
2:1:5,0,-1,100040,99960
4:3:2,1,1,100039,99961
6:4:4,2,2,100037,99963
2:3:5,0,-1,100038,99962
5:4:6,1,1,100037,99963
4:4:1,2,2,100035,99965
5:5:2,0,-1,100036,99964
6:4:6,1,1,100035,99965
6:1:2,0,-1,100036,99964
2:1:5,0,-1,100037,99963
2:6:5,0,-1,100038,99962
6:4:4,2,2,100036,99964
5:5:4,1,1,100035,99965
5:4:6,1,1,100034,99966
3:6:6,0,-1,100035,99965
6:4:5,1,1,100034,99966
4:1:2,1,1,100033,99967
6:4:6,1,1,100032,99968
6:3:4,1,1,100031,99969
5:6:5,0,-1,100032,99968
6:4:1,1,1,100031,99969
2:1:2,0,-1,100032,99968
6:5:6,0,-1,100033,99967
2:1:6,0,-1,100034,99966
2:6:3,0,-1,100035,99965
4:3:2,1,1,100034,99966
4:1:5,1,1,100033,99967
5:3:1,0,-1,100034,99966
2:4:4,2,2,100032,99968
1:5:2,0,-1,100033,99967
2:2:6,0,-1,100034,99966
5:2:2,0,-1,100035,99965
5:5:2,0,-1,100036,99964
2:3:5,0,-1,100037,99963
1:3:5,0,-1,100038,99962
4:6:2,1,1,100037,99963
1:3:1,0,-1,100038,99962
2:5:1,0,-1,100039,99961
2:3:6,0,-1,100040,99960
1:5:2,0,-1,100041,99959
1:5:1,0,-1,100042,99958
2:3:4,1,1,100041,99959
4:5:2,1,1,100040,99960
6:3:2,0,-1,100041,99959
4:5:6,1,1,100040,99960
2:3:5,0,-1,100041,99959
4:6:2,1,1,100040,99960
3:3:2,0,-1,100041,99959
2:3:1,0,-1,100042,99958
6:3:1,0,-1,100043,99957
6:1:4,1,1,100042,99958
1:5:2,0,-1,100043,99957
2:5:5,0,-1,100044,99956
4:2:5,1,1,100043,99957
3:4:2,1,1,100042,99958
4:6:5,1,1,100041,99959
2:5:2,0,-1,100042,99958
6:1:2,0,-1,100043,99957
3:4:2,1,1,100042,99958
6:4:1,1,1,100041,99959
4:5:4,2,2,100039,99961
3:4:3,1,1,100038,99962
5:4:2,1,1,100037,99963
6:1:3,0,-1,100038,99962
4:1:5,1,1,100037,99963
1:4:3,1,1,100036,99964
3:5:1,0,-1,100037,99963
2:6:5,0,-1,100038,99962
4:5:2,1,1,100037,99963
6:1:4,1,1,100036,99964
5:2:4,1,1,100035,99965
4:3:5,1,1,100034,99966
2:5:6,0,-1,100035,99965
5:5:6,0,-1,100036,99964
5:3:1,0,-1,100037,99963
4:2:1,1,1,100036,99964
2:1:3,0,-1,100037,99963
2:6:2,0,-1,100038,99962
2:3:1,0,-1,100039,99961
5:6:3,0,-1,100040,99960
4:4:5,2,2,100038,99962
2:5:6,0,-1,100039,99961
6:6:2,0,-1,100040,99960
3:6:3,0,-1,100041,99959
6:1:1,0,-1,100042,99958
4:5:5,1,1,100041,99959
1:5:3,0,-1,100042,99958
6:6:1,0,-1,100043,99957
2:2:3,0,-1,100044,99956
3:2:3,0,-1,100045,99955
3:2:1,0,-1,100046,99954
4:6:1,1,1,100045,99955
3:1:1,0,-1,100046,99954
4:5:3,1,1,100045,99955
3:6:2,0,-1,100046,99954
2:3:6,0,-1,100047,99953
1:1:1,0,-1,100048,99952
1:5:6,0,-1,100049,99951
1:4:1,1,1,100048,99952
6:5:2,0,-1,100049,99951
2:3:1,0,-1,100050,99950
6:3:2,0,-1,100051,99949
4:1:6,1,1,100050,99950
1:3:5,0,-1,100051,99949
5:6:3,0,-1,100052,99948
4:5:3,1,1,100051,99949
6:2:6,0,-1,100052,99948
4:4:5,2,2,100050,99950
4:5:4,2,2,100048,99952
6:2:6,0,-1,100049,99951
6:3:2,0,-1,100050,99950
3:5:3,0,-1,100051,99949
3:4:3,1,1,100050,99950
3:6:6,0,-1,100051,99949
5:5:1,0,-1,100052,99948
1:5:2,0,-1,100053,99947
6:1:4,1,1,100052,99948
1:3:2,0,-1,100053,99947
2:4:2,1,1,100052,99948
2:4:1,1,1,100051,99949
2:4:3,1,1,100050,99950
3:5:5,0,-1,100051,99949
4:3:2,1,1,100050,99950
4:6:1,1,1,100049,99951
1:3:3,0,-1,100050,99950
3:5:5,0,-1,100051,99949
3:5:2,0,-1,100052,99948
1:1:3,0,-1,100053,99947
4:3:3,1,1,100052,99948
5:5:3,0,-1,100053,99947
2:1:5,0,-1,100054,99946
6:4:6,1,1,100053,99947
2:5:5,0,-1,100054,99946
4:6:5,1,1,100053,99947
4:1:1,1,1,100052,99948
3:3:1,0,-1,100053,99947
1:5:4,1,1,100052,99948
6:3:1,0,-1,100053,99947
3:5:1,0,-1,100054,99946
4:4:2,2,2,100052,99948
2:4:4,2,2,100050,99950
1:4:5,1,1,100049,99951
4:4:6,2,2,100047,99953
1:4:6,1,1,100046,99954
1:5:4,1,1,100045,99955
3:3:3,0,-1,100046,99954
2:6:3,0,-1,100047,99953
5:6:2,0,-1,100048,99952
3:4:2,1,1,100047,99953
3:5:2,0,-1,100048,99952
3:1:1,0,-1,100049,99951
1:4:5,1,1,100048,99952
5:3:4,1,1,100047,99953
1:3:3,0,-1,100048,99952
4:1:6,1,1,100047,99953
6:5:5,0,-1,100048,99952
1:3:6,0,-1,100049,99951
1:5:1,0,-1,100050,99950
3:3:6,0,-1,100051,99949
6:6:2,0,-1,100052,99948
5:4:2,1,1,100051,99949
5:3:6,0,-1,100052,99948
5:5:5,0,-1,100053,99947
1:5:2,0,-1,100054,99946
5:5:2,0,-1,100055,99945
4:5:2,1,1,100054,99946
4:4:2,2,2,100052,99948
4:2:6,1,1,100051,99949
5:4:4,2,2,100049,99951
1:1:3,0,-1,100050,99950
5:5:1,0,-1,100051,99949
4:4:2,2,2,100049,99951
1:3:1,0,-1,100050,99950
3:3:6,0,-1,100051,99949
1:1:6,0,-1,100052,99948
6:2:1,0,-1,100053,99947
6:1:6,0,-1,100054,99946
1:2:5,0,-1,100055,99945
5:4:4,2,2,100053,99947
2:6:1,0,-1,100054,99946
2:2:2,0,-1,100055,99945
5:2:6,0,-1,100056,99944
4:3:2,1,1,100055,99945
3:5:1,0,-1,100056,99944
4:4:6,2,2,100054,99946
5:2:1,0,-1,100055,99945
2:6:6,0,-1,100056,99944
5:5:3,0,-1,100057,99943
4:3:3,1,1,100056,99944
4:1:3,1,1,100055,99945
4:3:5,1,1,100054,99946
1:3:4,1,1,100053,99947
1:1:2,0,-1,100054,99946
5:4:5,1,1,100053,99947
4:3:4,2,2,100051,99949
5:5:6,0,-1,100052,99948
6:2:1,0,-1,100053,99947
1:5:3,0,-1,100054,99946
4:4:5,2,2,100052,99948
4:2:6,1,1,100051,99949
1:6:4,1,1,100050,99950
4:5:3,1,1,100049,99951
2:4:4,2,2,100047,99953
2:5:4,1,1,100046,99954
5:1:6,0,-1,100047,99953
1:5:4,1,1,100046,99954
6:4:5,1,1,100045,99955
2:4:5,1,1,100044,99956
6:5:6,0,-1,100045,99955
4:3:3,1,1,100044,99956
1:2:3,0,-1,100045,99955
6:4:6,1,1,100044,99956
3:6:6,0,-1,100045,99955
2:4:4,2,2,100043,99957
6:1:1,0,-1,100044,99956
3:5:5,0,-1,100045,99955
6:5:2,0,-1,100046,99954
2:4:2,1,1,100045,99955
5:5:1,0,-1,100046,99954
2:2:1,0,-1,100047,99953
1:1:6,0,-1,100048,99952
5:3:4,1,1,100047,99953
3:2:3,0,-1,100048,99952
1:6:1,0,-1,100049,99951
1:5:4,1,1,100048,99952
1:4:3,1,1,100047,99953
2:6:4,1,1,100046,99954
2:1:4,1,1,100045,99955
6:1:2,0,-1,100046,99954
4:2:5,1,1,100045,99955
2:5:2,0,-1,100046,99954
3:6:5,0,-1,100047,99953
6:3:1,0,-1,100048,99952
1:1:6,0,-1,100049,99951
4:2:2,1,1,100048,99952
2:6:4,1,1,100047,99953
6:3:4,1,1,100046,99954
4:4:3,2,2,100044,99956
3:2:1,0,-1,100045,99955
2:6:3,0,-1,100046,99954
6:6:1,0,-1,100047,99953
2:5:3,0,-1,100048,99952
6:2:4,1,1,100047,99953
2:3:3,0,-1,100048,99952
5:1:2,0,-1,100049,99951
5:6:4,1,1,100048,99952
2:3:3,0,-1,100049,99951
3:6:6,0,-1,100050,99950
3:1:2,0,-1,100051,99949
3:5:4,1,1,100050,99950
6:6:1,0,-1,100051,99949
6:6:1,0,-1,100052,99948
1:6:6,0,-1,100053,99947
1:3:5,0,-1,100054,99946
2:4:3,1,1,100053,99947
3:2:2,0,-1,100054,99946
1:2:6,0,-1,100055,99945
2:1:2,0,-1,100056,99944
1:1:2,0,-1,100057,99943
2:5:5,0,-1,100058,99942
3:5:2,0,-1,100059,99941
2:5:3,0,-1,100060,99940
2:1:3,0,-1,100061,99939
1:1:1,0,-1,100062,99938
1:4:6,1,1,100061,99939
2:3:2,0,-1,100062,99938
4:3:5,1,1,100061,99939
5:1:2,0,-1,100062,99938
4:6:1,1,1,100061,99939
6:5:3,0,-1,100062,99938
6:2:4,1,1,100061,99939
4:5:4,2,2,100059,99941
5:4:5,1,1,100058,99942
5:5:5,0,-1,100059,99941
1:3:6,0,-1,100060,99940
1:3:5,0,-1,100061,99939
1:1:6,0,-1,100062,99938
5:2:1,0,-1,100063,99937
3:3:4,1,1,100062,99938
2:5:3,0,-1,100063,99937
3:2:2,0,-1,100064,99936
2:6:1,0,-1,100065,99935
2:4:3,1,1,100064,99936
1:1:3,0,-1,100065,99935
6:3:4,1,1,100064,99936
2:5:4,1,1,100063,99937
2:1:6,0,-1,100064,99936
5:2:6,0,-1,100065,99935
1:2:3,0,-1,100066,99934
4:3:2,1,1,100065,99935
1:1:4,1,1,100064,99936
4:1:2,1,1,100063,99937
4:3:2,1,1,100062,99938
3:3:2,0,-1,100063,99937
3:1:4,1,1,100062,99938
3:5:5,0,-1,100063,99937
1:1:1,0,-1,100064,99936
5:6:2,0,-1,100065,99935
2:5:3,0,-1,100066,99934
6:3:1,0,-1,100067,99933
2:4:4,2,2,100065,99935
5:3:3,0,-1,100066,99934
1:6:5,0,-1,100067,99933
1:6:6,0,-1,100068,99932
3:2:4,1,1,100067,99933
2:3:3,0,-1,100068,99932
4:4:6,2,2,100066,99934
2:1:4,1,1,100065,99935
1:4:3,1,1,100064,99936
1:1:2,0,-1,100065,99935
5:4:4,2,2,100063,99937
4:6:3,1,1,100062,99938
1:1:1,0,-1,100063,99937
1:2:5,0,-1,100064,99936
6:2:4,1,1,100063,99937
3:5:1,0,-1,100064,99936
2:3:5,0,-1,100065,99935
6:3:6,0,-1,100066,99934
2:6:5,0,-1,100067,99933
5:4:2,1,1,100066,99934
1:4:1,1,1,100065,99935
1:5:2,0,-1,100066,99934
3:3:1,0,-1,100067,99933
5:4:5,1,1,100066,99934
5:3:6,0,-1,100067,99933
1:3:4,1,1,100066,99934
6:3:2,0,-1,100067,99933
4:6:4,2,2,100065,99935
6:3:6,0,-1,100066,99934
3:1:3,0,-1,100067,99933
2:3:3,0,-1,100068,99932
4:2:2,1,1,100067,99933
4:6:4,2,2,100065,99935
1:4:4,2,2,100063,99937
5:3:2,0,-1,100064,99936
1:1:3,0,-1,100065,99935
5:3:1,0,-1,100066,99934
3:4:1,1,1,100065,99935
3:2:3,0,-1,100066,99934
2:5:6,0,-1,100067,99933
5:3:4,1,1,100066,99934
6:5:3,0,-1,100067,99933
3:3:2,0,-1,100068,99932
1:1:5,0,-1,100069,99931
3:4:4,2,2,100067,99933
1:4:1,1,1,100066,99934
1:6:4,1,1,100065,99935
1:5:1,0,-1,100066,99934
3:5:3,0,-1,100067,99933
6:3:1,0,-1,100068,99932
4:2:1,1,1,100067,99933
1:6:2,0,-1,100068,99932
3:3:3,0,-1,100069,99931
4:6:4,2,2,100067,99933
5:4:5,1,1,100066,99934
6:4:6,1,1,100065,99935
6:4:6,1,1,100064,99936
6:5:6,0,-1,100065,99935
5:2:4,1,1,100064,99936
2:2:3,0,-1,100065,99935
6:4:5,1,1,100064,99936
2:1:3,0,-1,100065,99935
2:4:3,1,1,100064,99936
6:6:6,0,-1,100065,99935
1:5:5,0,-1,100066,99934
5:3:2,0,-1,100067,99933
6:2:1,0,-1,100068,99932
4:4:5,2,2,100066,99934
6:6:4,1,1,100065,99935
2:2:6,0,-1,100066,99934
3:2:1,0,-1,100067,99933
6:2:4,1,1,100066,99934
4:4:3,2,2,100064,99936
1:5:2,0,-1,100065,99935
4:1:1,1,1,100064,99936
3:4:5,1,1,100063,99937
6:1:5,0,-1,100064,99936
5:3:1,0,-1,100065,99935
1:4:5,1,1,100064,99936
3:2:4,1,1,100063,99937
3:6:5,0,-1,100064,99936
4:2:3,1,1,100063,99937
6:5:3,0,-1,100064,99936
3:6:5,0,-1,100065,99935
2:4:2,1,1,100064,99936
4:1:1,1,1,100063,99937
2:1:4,1,1,100062,99938
2:5:1,0,-1,100063,99937
5:6:1,0,-1,100064,99936
3:2:4,1,1,100063,99937
3:1:1,0,-1,100064,99936
4:4:2,2,2,100062,99938
4:6:3,1,1,100061,99939
4:4:5,2,2,100059,99941
5:4:5,1,1,100058,99942
1:6:3,0,-1,100059,99941
2:2:3,0,-1,100060,99940
5:6:6,0,-1,100061,99939
1:1:1,0,-1,100062,99938
2:5:4,1,1,100061,99939
2:4:5,1,1,100060,99940
5:4:2,1,1,100059,99941
5:2:3,0,-1,100060,99940
1:4:2,1,1,100059,99941
3:5:3,0,-1,100060,99940
4:1:3,1,1,100059,99941
1:3:1,0,-1,100060,99940
3:6:2,0,-1,100061,99939
4:3:6,1,1,100060,99940
1:3:4,1,1,100059,99941
5:1:4,1,1,100058,99942
1:6:1,0,-1,100059,99941
5:6:4,1,1,100058,99942
5:5:5,0,-1,100059,99941
3:3:1,0,-1,100060,99940
6:2:2,0,-1,100061,99939
4:3:3,1,1,100060,99940
2:4:5,1,1,100059,99941
5:2:5,0,-1,100060,99940
2:3:3,0,-1,100061,99939
2:4:5,1,1,100060,99940
6:4:4,2,2,100058,99942
6:6:3,0,-1,100059,99941
3:1:2,0,-1,100060,99940
1:2:6,0,-1,100061,99939
5:6:5,0,-1,100062,99938
1:3:4,1,1,100061,99939
5:3:1,0,-1,100062,99938
2:2:6,0,-1,100063,99937
1:5:6,0,-1,100064,99936
1:1:4,1,1,100063,99937
2:4:4,2,2,100061,99939
5:2:2,0,-1,100062,99938
5:3:3,0,-1,100063,99937
3:2:6,0,-1,100064,99936
2:1:4,1,1,100063,99937
4:1:3,1,1,100062,99938
5:1:6,0,-1,100063,99937
3:2:5,0,-1,100064,99936
1:1:4,1,1,100063,99937
1:4:6,1,1,100062,99938
4:2:1,1,1,100061,99939
3:5:6,0,-1,100062,99938
2:1:3,0,-1,100063,99937
6:5:4,1,1,100062,99938
2:2:6,0,-1,100063,99937
2:2:5,0,-1,100064,99936
4:1:3,1,1,100063,99937
1:2:6,0,-1,100064,99936
3:4:5,1,1,100063,99937
2:1:6,0,-1,100064,99936
5:2:5,0,-1,100065,99935
6:5:5,0,-1,100066,99934
6:1:5,0,-1,100067,99933
3:2:2,0,-1,100068,99932
5:5:2,0,-1,100069,99931
6:6:3,0,-1,100070,99930
3:6:2,0,-1,100071,99929
3:3:3,0,-1,100072,99928
5:4:3,1,1,100071,99929
5:3:4,1,1,100070,99930
2:6:2,0,-1,100071,99929
2:5:1,0,-1,100072,99928
3:4:5,1,1,100071,99929
5:2:5,0,-1,100072,99928
5:5:4,1,1,100071,99929
1:2:6,0,-1,100072,99928
2:1:4,1,1,100071,99929
4:5:6,1,1,100070,99930
1:4:5,1,1,100069,99931
5:3:1,0,-1,100070,99930
4:1:3,1,1,100069,99931
3:3:2,0,-1,100070,99930
2:6:5,0,-1,100071,99929
6:4:4,2,2,100069,99931
5:6:4,1,1,100068,99932
2:5:3,0,-1,100069,99931
3:1:2,0,-1,100070,99930
5:3:2,0,-1,100071,99929
6:3:6,0,-1,100072,99928
6:2:1,0,-1,100073,99927
5:1:4,1,1,100072,99928
1:6:2,0,-1,100073,99927
2:4:5,1,1,100072,99928
3:5:1,0,-1,100073,99927
4:4:2,2,2,100071,99929
6:4:6,1,1,100070,99930
5:2:6,0,-1,100071,99929
4:3:2,1,1,100070,99930
3:3:4,1,1,100069,99931
6:3:4,1,1,100068,99932
4:1:5,1,1,100067,99933
5:2:6,0,-1,100068,99932
6:6:6,0,-1,100069,99931
5:4:2,1,1,100068,99932
3:3:2,0,-1,100069,99931
2:4:5,1,1,100068,99932
3:5:2,0,-1,100069,99931
2:4:1,1,1,100068,99932
5:4:6,1,1,100067,99933
2:5:3,0,-1,100068,99932
2:1:1,0,-1,100069,99931
1:6:2,0,-1,100070,99930
1:2:1,0,-1,100071,99929
1:4:4,2,2,100069,99931
2:4:1,1,1,100068,99932
4:6:4,2,2,100066,99934
2:5:2,0,-1,100067,99933
6:2:6,0,-1,100068,99932
3:1:6,0,-1,100069,99931
4:5:1,1,1,100068,99932
3:4:2,1,1,100067,99933
1:5:1,0,-1,100068,99932
2:3:6,0,-1,100069,99931
6:6:4,1,1,100068,99932
6:3:5,0,-1,100069,99931
2:4:2,1,1,100068,99932
6:6:5,0,-1,100069,99931
6:4:6,1,1,100068,99932
1:1:6,0,-1,100069,99931
3:6:6,0,-1,100070,99930
3:6:3,0,-1,100071,99929
4:3:1,1,1,100070,99930
6:3:3,0,-1,100071,99929
6:4:5,1,1,100070,99930
3:6:2,0,-1,100071,99929
6:5:3,0,-1,100072,99928
3:3:2,0,-1,100073,99927
4:4:6,2,2,100071,99929
6:6:6,0,-1,100072,99928
5:6:4,1,1,100071,99929
1:3:5,0,-1,100072,99928
4:3:2,1,1,100071,99929
6:4:5,1,1,100070,99930
4:2:3,1,1,100069,99931
6:5:3,0,-1,100070,99930
2:4:6,1,1,100069,99931
5:6:2,0,-1,100070,99930
3:5:2,0,-1,100071,99929
6:3:3,0,-1,100072,99928
5:3:4,1,1,100071,99929
4:2:1,1,1,100070,99930
4:2:2,1,1,100069,99931
2:2:3,0,-1,100070,99930
1:1:6,0,-1,100071,99929
5:5:1,0,-1,100072,99928
1:3:5,0,-1,100073,99927
4:5:5,1,1,100072,99928
1:2:2,0,-1,100073,99927
6:4:1,1,1,100072,99928
4:2:3,1,1,100071,99929
3:6:4,1,1,100070,99930
4:4:4,3,3,100067,99933
5:4:1,1,1,100066,99934
5:2:6,0,-1,100067,99933
2:1:6,0,-1,100068,99932
3:5:2,0,-1,100069,99931
5:5:5,0,-1,100070,99930
6:3:4,1,1,100069,99931
3:1:2,0,-1,100070,99930
3:5:1,0,-1,100071,99929
2:1:6,0,-1,100072,99928
6:5:1,0,-1,100073,99927
1:3:5,0,-1,100074,99926
