run set,number of matches,winning result,game master balance,player balance
4:2:4,1,1,100062,99938
2:4:3,1,1,100061,99939
2:6:3,1,1,100060,99940
2:5:1,1,1,100059,99941
6:1:4,0,-1,100060,99940
6:2:6,1,1,100059,99941
3:3:5,0,-1,100060,99940
3:2:3,1,1,100059,99941
3:2:2,2,2,100057,99943
4:5:1,0,-1,100058,99942
4:1:3,0,-1,100059,99941
5:2:6,1,1,100058,99942
5:1:5,0,-1,100059,99941
2:3:6,1,1,100058,99942
6:2:1,1,1,100057,99943
2:6:5,1,1,100056,99944
6:5:6,0,-1,100057,99943
5:2:5,1,1,100056,99944
1:4:6,0,-1,100057,99943
4:3:3,0,-1,100058,99942
2:4:2,2,2,100056,99944
4:4:6,0,-1,100057,99943
6:6:5,0,-1,100058,99942
3:5:5,0,-1,100059,99941
2:2:4,2,2,100057,99943
5:1:6,0,-1,100058,99942
2:1:2,2,2,100056,99944
2:3:5,1,1,100055,99945
1:2:4,1,1,100054,99946
6:2:2,2,2,100052,99948
3:4:2,1,1,100051,99949
5:5:5,0,-1,100052,99948
6:4:4,0,-1,100053,99947
6:1:4,0,-1,100054,99946
5:2:5,1,1,100053,99947
3:2:4,1,1,100052,99948
6:6:2,1,1,100051,99949
3:3:3,0,-1,100052,99948
2:3:4,1,1,100051,99949
1:5:3,0,-1,100052,99948
3:4:1,0,-1,100053,99947
5:6:3,0,-1,100054,99946
4:3:6,0,-1,100055,99945
6:3:4,0,-1,100056,99944
5:3:1,0,-1,100057,99943
5:3:4,0,-1,100058,99942
1:4:1,0,-1,100059,99941
3:5:2,1,1,100058,99942
1:5:6,0,-1,100059,99941
2:1:1,1,1,100058,99942
3:6:1,0,-1,100059,99941
3:4:2,1,1,100058,99942
6:3:4,0,-1,100059,99941
6:4:6,0,-1,100060,99940
1:4:3,0,-1,100061,99939
6:3:2,1,1,100060,99940
3:6:6,0,-1,100061,99939
1:4:6,0,-1,100062,99938
4:2:2,2,2,100060,99940
2:1:1,1,1,100059,99941
5:2:2,2,2,100057,99943
1:4:4,0,-1,100058,99942
1:4:5,0,-1,100059,99941
4:2:4,1,1,100058,99942
2:6:2,2,2,100056,99944
4:1:2,1,1,100055,99945
3:3:4,0,-1,100056,99944
1:2:1,1,1,100055,99945
4:6:1,0,-1,100056,99944
5:4:5,0,-1,100057,99943
5:1:6,0,-1,100058,99942
5:5:1,0,-1,100059,99941
4:1:4,0,-1,100060,99940
1:1:5,0,-1,100061,99939
4:1:1,0,-1,100062,99938
1:6:3,0,-1,100063,99937
6:1:5,0,-1,100064,99936
5:3:6,0,-1,100065,99935
6:1:1,0,-1,100066,99934
1:1:1,0,-1,100067,99933
3:6:4,0,-1,100068,99932
1:3:6,0,-1,100069,99931
3:5:5,0,-1,100070,99930
4:6:2,1,1,100069,99931
6:2:4,1,1,100068,99932
2:3:1,1,1,100067,99933
4:6:6,0,-1,100068,99932
4:6:4,0,-1,100069,99931
3:3:1,0,-1,100070,99930
6:3:1,0,-1,100071,99929
5:3:1,0,-1,100072,99928
2:4:2,2,2,100070,99930
5:3:5,0,-1,100071,99929
3:1:4,0,-1,100072,99928
2:4:4,1,1,100071,99929
1:5:6,0,-1,100072,99928
1:5:2,1,1,100071,99929
3:2:3,1,1,100070,99930
4:1:6,0,-1,100071,99929
2:4:2,2,2,100069,99931
5:6:3,0,-1,100070,99930
6:5:3,0,-1,100071,99929
5:5:2,1,1,100070,99930
6:6:6,0,-1,100071,99929
3:6:6,0,-1,100072,99928
4:4:5,0,-1,100073,99927
3:2:5,1,1,100072,99928
6:3:6,0,-1,100073,99927
6:3:4,0,-1,100074,99926
6:1:6,0,-1,100075,99925
1:2:6,1,1,100074,99926
3:5:6,0,-1,100075,99925
6:5:6,0,-1,100076,99924
1:1:2,1,1,100075,99925
6:6:3,0,-1,100076,99924
3:6:2,1,1,100075,99925
4:1:6,0,-1,100076,99924
1:4:5,0,-1,100077,99923
1:3:3,0,-1,100078,99922
4:4:6,0,-1,100079,99921
4:6:5,0,-1,100080,99920
1:2:5,1,1,100079,99921
1:2:5,1,1,100078,99922
2:3:2,2,2,100076,99924
6:2:3,1,1,100075,99925
5:1:5,0,-1,100076,99924
4:5:2,1,1,100075,99925
2:6:1,1,1,100074,99926
2:4:6,1,1,100073,99927
4:1:1,0,-1,100074,99926
4:2:2,2,2,100072,99928
3:1:1,0,-1,100073,99927
5:1:6,0,-1,100074,99926
1:2:5,1,1,100073,99927
2:5:5,1,1,100072,99928
3:5:5,0,-1,100073,99927
2:4:5,1,1,100072,99928
1:3:6,0,-1,100073,99927
1:4:5,0,-1,100074,99926
1:3:1,0,-1,100075,99925
2:2:6,2,2,100073,99927
3:6:3,0,-1,100074,99926
1:2:1,1,1,100073,99927
4:5:6,0,-1,100074,99926
6:2:2,2,2,100072,99928
1:1:6,0,-1,100073,99927
4:3:3,0,-1,100074,99926
1:6:1,0,-1,100075,99925
2:6:4,1,1,100074,99926
1:2:3,1,1,100073,99927
3:5:3,0,-1,100074,99926
1:3:4,0,-1,100075,99925
4:5:5,0,-1,100076,99924
2:5:4,1,1,100075,99925
5:6:4,0,-1,100076,99924
6:1:5,0,-1,100077,99923
5:5:4,0,-1,100078,99922
2:5:6,1,1,100077,99923
1:5:4,0,-1,100078,99922
1:6:2,1,1,100077,99923
3:1:3,0,-1,100078,99922
2:2:2,3,3,100075,99925
3:3:2,1,1,100074,99926
1:6:1,0,-1,100075,99925
4:5:6,0,-1,100076,99924
5:3:5,0,-1,100077,99923
5:1:5,0,-1,100078,99922
2:4:1,1,1,100077,99923
3:3:1,0,-1,100078,99922
3:2:1,1,1,100077,99923
2:5:4,1,1,100076,99924
5:1:4,0,-1,100077,99923
3:4:6,0,-1,100078,99922
3:1:4,0,-1,100079,99921
5:5:2,1,1,100078,99922
2:4:4,1,1,100077,99923
1:2:1,1,1,100076,99924
3:6:5,0,-1,100077,99923
2:1:4,1,1,100076,99924
2:6:1,1,1,100075,99925
4:5:5,0,-1,100076,99924
2:4:1,1,1,100075,99925
5:1:3,0,-1,100076,99924
2:5:2,2,2,100074,99926
1:4:6,0,-1,100075,99925
1:3:2,1,1,100074,99926
3:6:3,0,-1,100075,99925
5:6:1,0,-1,100076,99924
6:1:6,0,-1,100077,99923
5:2:4,1,1,100076,99924
5:5:2,1,1,100075,99925
3:6:4,0,-1,100076,99924
4:2:6,1,1,100075,99925
4:4:6,0,-1,100076,99924
4:4:5,0,-1,100077,99923
4:2:4,1,1,100076,99924
2:6:1,1,1,100075,99925
1:3:1,0,-1,100076,99924
5:1:6,0,-1,100077,99923
4:4:5,0,-1,100078,99922
5:2:2,2,2,100076,99924
5:4:2,1,1,100075,99925
5:3:4,0,-1,100076,99924
5:3:5,0,-1,100077,99923
5:5:4,0,-1,100078,99922
3:5:1,0,-1,100079,99921
1:4:1,0,-1,100080,99920
2:3:4,1,1,100079,99921
4:2:6,1,1,100078,99922
2:3:1,1,1,100077,99923
1:1:6,0,-1,100078,99922
2:4:3,1,1,100077,99923
3:6:3,0,-1,100078,99922
6:3:1,0,-1,100079,99921
1:6:6,0,-1,100080,99920
1:3:6,0,-1,100081,99919
2:5:5,1,1,100080,99920
6:6:5,0,-1,100081,99919
3:6:4,0,-1,100082,99918
3:5:3,0,-1,100083,99917
2:2:4,2,2,100081,99919
3:2:2,2,2,100079,99921
3:4:2,1,1,100078,99922
2:1:2,2,2,100076,99924
1:2:5,1,1,100075,99925
6:3:3,0,-1,100076,99924
2:2:4,2,2,100074,99926
4:4:1,0,-1,100075,99925
2:1:1,1,1,100074,99926
6:6:5,0,-1,100075,99925
2:2:4,2,2,100073,99927
2:5:3,1,1,100072,99928
2:1:1,1,1,100071,99929
1:1:4,0,-1,100072,99928
4:3:3,0,-1,100073,99927
4:6:6,0,-1,100074,99926
6:6:2,1,1,100073,99927
2:1:4,1,1,100072,99928
3:6:3,0,-1,100073,99927
5:6:1,0,-1,100074,99926
5:1:3,0,-1,100075,99925
6:3:2,1,1,100074,99926
1:2:6,1,1,100073,99927
5:6:2,1,1,100072,99928
2:3:4,1,1,100071,99929
6:1:1,0,-1,100072,99928
2:1:6,1,1,100071,99929
1:2:3,1,1,100070,99930
4:1:3,0,-1,100071,99929
1:5:6,0,-1,100072,99928
4:3:3,0,-1,100073,99927
5:4:2,1,1,100072,99928
2:2:2,3,3,100069,99931
3:5:3,0,-1,100070,99930
6:2:3,1,1,100069,99931
2:2:3,2,2,100067,99933
3:2:2,2,2,100065,99935
5:6:3,0,-1,100066,99934
3:5:2,1,1,100065,99935
5:3:6,0,-1,100066,99934
3:2:1,1,1,100065,99935
3:1:5,0,-1,100066,99934
6:6:5,0,-1,100067,99933
3:4:2,1,1,100066,99934
5:6:1,0,-1,100067,99933
6:5:3,0,-1,100068,99932
4:5:4,0,-1,100069,99931
3:4:4,0,-1,100070,99930
6:2:3,1,1,100069,99931
5:6:3,0,-1,100070,99930
1:6:5,0,-1,100071,99929
3:4:2,1,1,100070,99930
3:6:6,0,-1,100071,99929
2:6:1,1,1,100070,99930
3:3:1,0,-1,100071,99929
5:4:2,1,1,100070,99930
1:3:6,0,-1,100071,99929
5:2:4,1,1,100070,99930
5:5:6,0,-1,100071,99929
4:6:3,0,-1,100072,99928
5:4:1,0,-1,100073,99927
6:5:5,0,-1,100074,99926
2:6:4,1,1,100073,99927
4:5:1,0,-1,100074,99926
4:4:3,0,-1,100075,99925
6:4:1,0,-1,100076,99924
4:2:5,1,1,100075,99925
6:2:6,1,1,100074,99926
6:6:1,0,-1,100075,99925
2:1:2,2,2,100073,99927
2:1:3,1,1,100072,99928
5:3:1,0,-1,100073,99927
1:2:4,1,1,100072,99928
3:1:2,1,1,100071,99929
1:3:1,0,-1,100072,99928
1:4:2,1,1,100071,99929
1:4:2,1,1,100070,99930
2:2:2,3,3,100067,99933
5:2:3,1,1,100066,99934
6:1:1,0,-1,100067,99933
1:1:3,0,-1,100068,99932
4:2:5,1,1,100067,99933
5:5:5,0,-1,100068,99932
2:4:2,2,2,100066,99934
1:6:3,0,-1,100067,99933
6:1:2,1,1,100066,99934
2:4:6,1,1,100065,99935
6:2:5,1,1,100064,99936
4:1:2,1,1,100063,99937
2:6:2,2,2,100061,99939
5:3:3,0,-1,100062,99938
5:6:5,0,-1,100063,99937
5:1:4,0,-1,100064,99936
1:2:6,1,1,100063,99937
6:1:5,0,-1,100064,99936
1:3:5,0,-1,100065,99935
2:6:1,1,1,100064,99936
3:6:3,0,-1,100065,99935
1:1:1,0,-1,100066,99934
6:3:6,0,-1,100067,99933
3:5:2,1,1,100066,99934
6:5:2,1,1,100065,99935
5:3:6,0,-1,100066,99934
6:5:4,0,-1,100067,99933
5:2:2,2,2,100065,99935
5:1:5,0,-1,100066,99934
4:3:3,0,-1,100067,99933
1:1:5,0,-1,100068,99932
5:1:5,0,-1,100069,99931
6:6:2,1,1,100068,99932
4:3:6,0,-1,100069,99931
3:3:6,0,-1,100070,99930
1:1:5,0,-1,100071,99929
4:4:5,0,-1,100072,99928
5:3:4,0,-1,100073,99927
3:4:5,0,-1,100074,99926
4:6:6,0,-1,100075,99925
4:1:5,0,-1,100076,99924
5:6:4,0,-1,100077,99923
5:2:4,1,1,100076,99924
1:5:4,0,-1,100077,99923
4:3:6,0,-1,100078,99922
1:2:1,1,1,100077,99923
2:3:6,1,1,100076,99924
2:5:1,1,1,100075,99925
4:2:2,2,2,100073,99927
3:1:1,0,-1,100074,99926
6:1:6,0,-1,100075,99925
6:2:6,1,1,100074,99926
1:3:1,0,-1,100075,99925
2:4:4,1,1,100074,99926
3:4:2,1,1,100073,99927
5:2:5,1,1,100072,99928
5:5:2,1,1,100071,99929
4:5:2,1,1,100070,99930
1:1:2,1,1,100069,99931
2:4:2,2,2,100067,99933
3:5:3,0,-1,100068,99932
6:2:1,1,1,100067,99933
3:4:1,0,-1,100068,99932
3:6:2,1,1,100067,99933
4:2:4,1,1,100066,99934
3:3:5,0,-1,100067,99933
3:5:6,0,-1,100068,99932
2:2:1,2,2,100066,99934
5:3:1,0,-1,100067,99933
3:5:2,1,1,100066,99934
5:4:1,0,-1,100067,99933
3:6:5,0,-1,100068,99932
6:4:1,0,-1,100069,99931
2:1:6,1,1,100068,99932
3:5:6,0,-1,100069,99931
6:4:1,0,-1,100070,99930
4:3:4,0,-1,100071,99929
2:2:2,3,3,100068,99932
3:4:1,0,-1,100069,99931
6:1:6,0,-1,100070,99930
1:2:4,1,1,100069,99931
2:6:4,1,1,100068,99932
3:4:1,0,-1,100069,99931
1:4:2,1,1,100068,99932
5:3:1,0,-1,100069,99931
4:1:6,0,-1,100070,99930
1:1:5,0,-1,100071,99929
6:6:3,0,-1,100072,99928
1:4:5,0,-1,100073,99927
5:1:1,0,-1,100074,99926
2:5:2,2,2,100072,99928
5:2:3,1,1,100071,99929
1:1:6,0,-1,100072,99928
6:2:2,2,2,100070,99930
6:1:5,0,-1,100071,99929
6:3:3,0,-1,100072,99928
5:6:6,0,-1,100073,99927
5:6:1,0,-1,100074,99926
1:5:5,0,-1,100075,99925
6:4:6,0,-1,100076,99924
5:4:1,0,-1,100077,99923
1:5:6,0,-1,100078,99922
3:2:2,2,2,100076,99924
4:2:2,2,2,100074,99926
6:6:4,0,-1,100075,99925
2:1:1,1,1,100074,99926
5:4:4,0,-1,100075,99925
6:2:2,2,2,100073,99927
5:1:2,1,1,100072,99928
3:1:3,0,-1,100073,99927
6:2:1,1,1,100072,99928
3:2:5,1,1,100071,99929
3:5:2,1,1,100070,99930
4:4:5,0,-1,100071,99929
4:6:5,0,-1,100072,99928
3:3:4,0,-1,100073,99927
1:6:4,0,-1,100074,99926
3:2:4,1,1,100073,99927
6:2:4,1,1,100072,99928
4:1:5,0,-1,100073,99927
2:1:5,1,1,100072,99928
6:2:3,1,1,100071,99929
4:2:3,1,1,100070,99930
6:3:6,0,-1,100071,99929
6:3:2,1,1,100070,99930
6:1:5,0,-1,100071,99929
1:4:5,0,-1,100072,99928
3:2:6,1,1,100071,99929
3:5:4,0,-1,100072,99928
2:6:6,1,1,100071,99929
5:1:2,1,1,100070,99930
5:4:2,1,1,100069,99931
4:1:6,0,-1,100070,99930
3:3:2,1,1,100069,99931
3:6:6,0,-1,100070,99930
5:4:1,0,-1,100071,99929
4:5:6,0,-1,100072,99928
6:2:3,1,1,100071,99929
4:2:1,1,1,100070,99930
3:5:6,0,-1,100071,99929
1:5:6,0,-1,100072,99928
2:6:1,1,1,100071,99929
2:3:6,1,1,100070,99930
3:4:2,1,1,100069,99931
3:3:6,0,-1,100070,99930
3:3:1,0,-1,100071,99929
3:4:4,0,-1,100072,99928
5:4:2,1,1,100071,99929
1:6:2,1,1,100070,99930
3:6:1,0,-1,100071,99929
2:5:5,1,1,100070,99930
3:2:1,1,1,100069,99931
6:4:1,0,-1,100070,99930
1:2:2,2,2,100068,99932
5:2:3,1,1,100067,99933
2:1:5,1,1,100066,99934
5:3:2,1,1,100065,99935
2:2:4,2,2,100063,99937
4:6:6,0,-1,100064,99936
1:5:5,0,-1,100065,99935
3:4:3,0,-1,100066,99934
5:6:4,0,-1,100067,99933
3:2:4,1,1,100066,99934
1:5:5,0,-1,100067,99933
1:4:3,0,-1,100068,99932
2:1:1,1,1,100067,99933
2:3:1,1,1,100066,99934
5:3:6,0,-1,100067,99933
5:3:4,0,-1,100068,99932
4:6:6,0,-1,100069,99931
1:2:4,1,1,100068,99932
3:6:6,0,-1,100069,99931
4:3:6,0,-1,100070,99930
3:3:1,0,-1,100071,99929
4:4:4,0,-1,100072,99928
2:5:6,1,1,100071,99929
1:6:2,1,1,100070,99930
3:2:3,1,1,100069,99931
1:4:4,0,-1,100070,99930
4:5:4,0,-1,100071,99929
3:1:5,0,-1,100072,99928
1:3:1,0,-1,100073,99927
1:3:6,0,-1,100074,99926
2:2:5,2,2,100072,99928
2:6:2,2,2,100070,99930
5:5:1,0,-1,100071,99929
4:5:5,0,-1,100072,99928
3:4:4,0,-1,100073,99927
3:3:6,0,-1,100074,99926
6:2:4,1,1,100073,99927
2:1:2,2,2,100071,99929
6:4:4,0,-1,100072,99928
5:1:2,1,1,100071,99929
1:6:6,0,-1,100072,99928
3:1:2,1,1,100071,99929
4:1:6,0,-1,100072,99928
5:6:3,0,-1,100073,99927
4:5:4,0,-1,100074,99926
4:6:6,0,-1,100075,99925
6:1:5,0,-1,100076,99924
2:5:5,1,1,100075,99925
5:5:3,0,-1,100076,99924
4:1:5,0,-1,100077,99923
3:6:1,0,-1,100078,99922
5:5:3,0,-1,100079,99921
1:3:4,0,-1,100080,99920
2:1:1,1,1,100079,99921
1:3:4,0,-1,100080,99920
5:1:3,0,-1,100081,99919
6:3:2,1,1,100080,99920
2:6:2,2,2,100078,99922
2:5:5,1,1,100077,99923
4:4:4,0,-1,100078,99922
2:3:5,1,1,100077,99923
2:6:5,1,1,100076,99924
6:2:2,2,2,100074,99926
2:3:4,1,1,100073,99927
3:1:4,0,-1,100074,99926
3:5:3,0,-1,100075,99925
5:5:2,1,1,100074,99926
1:4:2,1,1,100073,99927
3:4:3,0,-1,100074,99926
4:5:6,0,-1,100075,99925
2:6:5,1,1,100074,99926
5:1:3,0,-1,100075,99925
3:4:4,0,-1,100076,99924
3:3:3,0,-1,100077,99923
1:5:6,0,-1,100078,99922
6:5:1,0,-1,100079,99921
6:6:4,0,-1,100080,99920
4:2:3,1,1,100079,99921
4:4:3,0,-1,100080,99920
5:5:4,0,-1,100081,99919
4:3:6,0,-1,100082,99918
4:6:4,0,-1,100083,99917
5:5:2,1,1,100082,99918
3:1:4,0,-1,100083,99917
1:4:4,0,-1,100084,99916
2:1:6,1,1,100083,99917
5:2:3,1,1,100082,99918
