run set,number of matches,winning result,game master balance,player balance
5:6:2,1,1,99997,100003
5:3:3,1,1,99996,100004
4:3:2,0,-1,99997,100003
2:1:3,0,-1,99998,100002
3:1:1,0,-1,99999,100001
1:3:1,0,-1,100000,100000
3:1:6,0,-1,100001,99999
4:2:6,0,-1,100002,99998
1:3:1,0,-1,100003,99997
1:2:3,0,-1,100004,99996
2:3:1,0,-1,100005,99995
6:2:5,1,1,100004,99996
3:6:4,0,-1,100005,99995
6:2:2,0,-1,100006,99994
1:2:6,0,-1,100007,99993
2:4:5,1,1,100006,99994
1:2:4,0,-1,100007,99993
6:2:6,0,-1,100008,99992
5:4:2,1,1,100007,99993
4:3:6,0,-1,100008,99992
6:2:5,1,1,100007,99993
5:4:2,1,1,100006,99994
5:5:3,2,2,100004,99996
4:5:2,1,1,100003,99997
6:6:1,0,-1,100004,99996
2:3:1,0,-1,100005,99995
4:5:6,1,1,100004,99996
3:4:1,0,-1,100005,99995
2:5:1,1,1,100004,99996
1:1:4,0,-1,100005,99995
5:1:6,1,1,100004,99996
4:6:5,1,1,100003,99997
5:4:5,2,2,100001,99999
4:5:3,1,1,100000,100000
1:4:5,1,1,99999,100001
4:4:2,0,-1,100000,100000
5:4:1,1,1,99999,100001
1:4:5,1,1,99998,100002
5:1:3,1,1,99997,100003
1:3:3,0,-1,99998,100002
5:4:2,1,1,99997,100003
4:3:1,0,-1,99998,100002
5:1:6,1,1,99997,100003
2:3:1,0,-1,99998,100002
1:2:2,0,-1,99999,100001
3:5:1,1,1,99998,100002
6:4:3,0,-1,99999,100001
6:3:6,0,-1,100000,100000
5:6:6,1,1,99999,100001
2:4:3,0,-1,100000,100000
3:6:3,0,-1,100001,99999
4:3:6,0,-1,100002,99998
3:5:2,1,1,100001,99999
2:1:5,1,1,100000,100000
4:2:5,1,1,99999,100001
1:6:5,1,1,99998,100002
6:1:1,0,-1,99999,100001
1:3:3,0,-1,100000,100000
6:4:2,0,-1,100001,99999
6:3:2,0,-1,100002,99998
1:6:2,0,-1,100003,99997
5:6:5,2,2,100001,99999
5:4:6,1,1,100000,100000
5:2:2,1,1,99999,100001
2:3:5,1,1,99998,100002
3:2:1,0,-1,99999,100001
3:1:1,0,-1,100000,100000
3:5:5,2,2,99998,100002
3:6:4,0,-1,99999,100001
4:2:4,0,-1,100000,100000
6:6:6,0,-1,100001,99999
3:2:5,1,1,100000,100000
4:5:4,1,1,99999,100001
3:3:3,0,-1,100000,100000
3:3:4,0,-1,100001,99999
2:5:2,1,1,100000,100000
2:2:3,0,-1,100001,99999
1:5:2,1,1,100000,100000
2:4:3,0,-1,100001,99999
1:3:2,0,-1,100002,99998
4:5:1,1,1,100001,99999
5:2:2,1,1,100000,100000
6:6:6,0,-1,100001,99999
6:1:1,0,-1,100002,99998
1:1:2,0,-1,100003,99997
4:3:1,0,-1,100004,99996
3:3:5,1,1,100003,99997
5:4:5,2,2,100001,99999
6:3:1,0,-1,100002,99998
5:6:1,1,1,100001,99999
3:2:6,0,-1,100002,99998
5:5:3,2,2,100000,100000
6:6:6,0,-1,100001,99999
1:1:3,0,-1,100002,99998
2:6:2,0,-1,100003,99997
2:1:5,1,1,100002,99998
4:3:4,0,-1,100003,99997
4:5:4,1,1,100002,99998
6:3:2,0,-1,100003,99997
6:5:4,1,1,100002,99998
3:2:4,0,-1,100003,99997
2:6:6,0,-1,100004,99996
5:6:1,1,1,100003,99997
6:3:1,0,-1,100004,99996
1:1:1,0,-1,100005,99995
6:2:6,0,-1,100006,99994
5:1:2,1,1,100005,99995
4:6:2,0,-1,100006,99994
3:1:2,0,-1,100007,99993
5:6:6,1,1,100006,99994
2:4:3,0,-1,100007,99993
4:2:5,1,1,100006,99994
1:3:4,0,-1,100007,99993
2:4:4,0,-1,100008,99992
5:1:5,2,2,100006,99994
3:4:1,0,-1,100007,99993
5:5:4,2,2,100005,99995
3:6:6,0,-1,100006,99994
3:3:1,0,-1,100007,99993
1:3:1,0,-1,100008,99992
4:5:1,1,1,100007,99993
3:1:6,0,-1,100008,99992
2:6:6,0,-1,100009,99991
1:4:6,0,-1,100010,99990
2:3:1,0,-1,100011,99989
1:2:4,0,-1,100012,99988
5:4:4,1,1,100011,99989
3:5:6,1,1,100010,99990
4:2:6,0,-1,100011,99989
5:2:6,1,1,100010,99990
5:4:1,1,1,100009,99991
6:3:4,0,-1,100010,99990
1:5:5,2,2,100008,99992
1:6:3,0,-1,100009,99991
1:2:5,1,1,100008,99992
4:2:6,0,-1,100009,99991
4:3:2,0,-1,100010,99990
5:6:3,1,1,100009,99991
3:1:3,0,-1,100010,99990
5:6:5,2,2,100008,99992
3:6:1,0,-1,100009,99991
5:3:4,1,1,100008,99992
5:2:3,1,1,100007,99993
4:2:6,0,-1,100008,99992
1:2:1,0,-1,100009,99991
2:1:3,0,-1,100010,99990
6:1:4,0,-1,100011,99989
1:4:6,0,-1,100012,99988
4:1:4,0,-1,100013,99987
4:6:3,0,-1,100014,99986
2:2:4,0,-1,100015,99985
4:2:2,0,-1,100016,99984
1:1:2,0,-1,100017,99983
4:1:6,0,-1,100018,99982
6:2:1,0,-1,100019,99981
3:3:1,0,-1,100020,99980
6:4:5,1,1,100019,99981
5:2:3,1,1,100018,99982
4:3:3,0,-1,100019,99981
4:2:3,0,-1,100020,99980
5:4:2,1,1,100019,99981
5:3:5,2,2,100017,99983
3:2:1,0,-1,100018,99982
2:4:5,1,1,100017,99983
4:1:3,0,-1,100018,99982
1:5:1,1,1,100017,99983
4:6:4,0,-1,100018,99982
3:6:4,0,-1,100019,99981
5:5:2,2,2,100017,99983
1:2:1,0,-1,100018,99982
6:1:3,0,-1,100019,99981
1:2:1,0,-1,100020,99980
4:2:5,1,1,100019,99981
4:2:5,1,1,100018,99982
3:4:4,0,-1,100019,99981
1:1:3,0,-1,100020,99980
1:2:2,0,-1,100021,99979
3:6:3,0,-1,100022,99978
1:3:4,0,-1,100023,99977
5:3:4,1,1,100022,99978
5:1:5,2,2,100020,99980
2:5:4,1,1,100019,99981
5:5:6,2,2,100017,99983
6:6:3,0,-1,100018,99982
3:5:3,1,1,100017,99983
5:4:5,2,2,100015,99985
4:5:1,1,1,100014,99986
4:2:3,0,-1,100015,99985
2:1:3,0,-1,100016,99984
1:6:5,1,1,100015,99985
6:5:4,1,1,100014,99986
2:1:4,0,-1,100015,99985
6:4:1,0,-1,100016,99984
6:1:5,1,1,100015,99985
1:1:3,0,-1,100016,99984
6:3:2,0,-1,100017,99983
4:4:4,0,-1,100018,99982
2:6:4,0,-1,100019,99981
4:4:5,1,1,100018,99982
1:4:1,0,-1,100019,99981
3:1:6,0,-1,100020,99980
4:1:2,0,-1,100021,99979
1:4:6,0,-1,100022,99978
3:4:4,0,-1,100023,99977
2:3:2,0,-1,100024,99976
1:1:2,0,-1,100025,99975
1:6:1,0,-1,100026,99974
2:5:6,1,1,100025,99975
2:4:1,0,-1,100026,99974
1:3:3,0,-1,100027,99973
4:6:1,0,-1,100028,99972
5:4:6,1,1,100027,99973
2:2:1,0,-1,100028,99972
2:3:6,0,-1,100029,99971
5:1:2,1,1,100028,99972
5:2:4,1,1,100027,99973
4:1:5,1,1,100026,99974
2:1:6,0,-1,100027,99973
3:3:1,0,-1,100028,99972
3:2:4,0,-1,100029,99971
4:4:6,0,-1,100030,99970
2:3:5,1,1,100029,99971
2:3:4,0,-1,100030,99970
4:2:6,0,-1,100031,99969
5:5:5,3,3,100028,99972
4:2:1,0,-1,100029,99971
6:6:6,0,-1,100030,99970
4:6:5,1,1,100029,99971
5:5:6,2,2,100027,99973
1:1:4,0,-1,100028,99972
4:5:2,1,1,100027,99973
5:2:1,1,1,100026,99974
6:1:5,1,1,100025,99975
6:4:2,0,-1,100026,99974
1:6:4,0,-1,100027,99973
3:5:3,1,1,100026,99974
6:3:5,1,1,100025,99975
4:1:3,0,-1,100026,99974
2:6:5,1,1,100025,99975
1:2:6,0,-1,100026,99974
2:2:6,0,-1,100027,99973
4:3:1,0,-1,100028,99972
3:6:3,0,-1,100029,99971
4:6:3,0,-1,100030,99970
2:2:4,0,-1,100031,99969
2:3:2,0,-1,100032,99968
6:5:4,1,1,100031,99969
6:2:2,0,-1,100032,99968
3:5:4,1,1,100031,99969
6:1:6,0,-1,100032,99968
3:1:3,0,-1,100033,99967
2:6:3,0,-1,100034,99966
1:6:2,0,-1,100035,99965
6:2:6,0,-1,100036,99964
4:3:6,0,-1,100037,99963
6:6:1,0,-1,100038,99962
1:3:3,0,-1,100039,99961
4:1:6,0,-1,100040,99960
5:5:2,2,2,100038,99962
3:4:2,0,-1,100039,99961
5:4:2,1,1,100038,99962
6:3:5,1,1,100037,99963
3:4:5,1,1,100036,99964
4:5:4,1,1,100035,99965
5:6:6,1,1,100034,99966
4:1:4,0,-1,100035,99965
1:4:5,1,1,100034,99966
6:1:3,0,-1,100035,99965
4:3:6,0,-1,100036,99964
2:6:6,0,-1,100037,99963
5:6:4,1,1,100036,99964
1:4:6,0,-1,100037,99963
6:6:2,0,-1,100038,99962
3:1:5,1,1,100037,99963
5:6:3,1,1,100036,99964
6:2:3,0,-1,100037,99963
1:2:1,0,-1,100038,99962
3:2:5,1,1,100037,99963
1:4:3,0,-1,100038,99962
1:6:1,0,-1,100039,99961
1:3:3,0,-1,100040,99960
3:3:4,0,-1,100041,99959
6:3:4,0,-1,100042,99958
3:1:4,0,-1,100043,99957
1:3:3,0,-1,100044,99956
3:6:4,0,-1,100045,99955
2:1:6,0,-1,100046,99954
2:3:1,0,-1,100047,99953
4:1:4,0,-1,100048,99952
3:5:5,2,2,100046,99954
5:2:6,1,1,100045,99955
4:2:3,0,-1,100046,99954
3:6:6,0,-1,100047,99953
3:3:2,0,-1,100048,99952
5:4:2,1,1,100047,99953
3:6:4,0,-1,100048,99952
6:3:2,0,-1,100049,99951
5:4:3,1,1,100048,99952
6:4:5,1,1,100047,99953
4:3:3,0,-1,100048,99952
6:4:2,0,-1,100049,99951
4:2:5,1,1,100048,99952
5:6:3,1,1,100047,99953
5:2:4,1,1,100046,99954
3:5:3,1,1,100045,99955
2:3:5,1,1,100044,99956
3:6:4,0,-1,100045,99955
3:1:3,0,-1,100046,99954
2:2:2,0,-1,100047,99953
6:2:2,0,-1,100048,99952
5:1:5,2,2,100046,99954
5:6:1,1,1,100045,99955
1:3:2,0,-1,100046,99954
5:5:3,2,2,100044,99956
4:6:3,0,-1,100045,99955
4:2:1,0,-1,100046,99954
5:3:5,2,2,100044,99956
6:6:4,0,-1,100045,99955
1:1:5,1,1,100044,99956
2:4:5,1,1,100043,99957
3:2:1,0,-1,100044,99956
6:2:6,0,-1,100045,99955
4:5:5,2,2,100043,99957
2:4:2,0,-1,100044,99956
6:1:4,0,-1,100045,99955
6:1:6,0,-1,100046,99954
5:1:5,2,2,100044,99956
3:6:4,0,-1,100045,99955
5:6:2,1,1,100044,99956
3:1:2,0,-1,100045,99955
5:1:6,1,1,100044,99956
1:3:6,0,-1,100045,99955
2:2:4,0,-1,100046,99954
2:1:3,0,-1,100047,99953
1:5:4,1,1,100046,99954
1:4:5,1,1,100045,99955
3:3:6,0,-1,100046,99954
6:6:3,0,-1,100047,99953
2:3:1,0,-1,100048,99952
1:3:5,1,1,100047,99953
4:6:6,0,-1,100048,99952
6:3:1,0,-1,100049,99951
5:4:4,1,1,100048,99952
3:1:4,0,-1,100049,99951
6:6:6,0,-1,100050,99950
3:2:6,0,-1,100051,99949
5:2:5,2,2,100049,99951
1:3:2,0,-1,100050,99950
5:2:2,1,1,100049,99951
1:4:4,0,-1,100050,99950
2:4:3,0,-1,100051,99949
3:4:3,0,-1,100052,99948
4:6:3,0,-1,100053,99947
4:1:1,0,-1,100054,99946
6:3:1,0,-1,100055,99945
6:2:1,0,-1,100056,99944
3:4:2,0,-1,100057,99943
6:2:2,0,-1,100058,99942
3:1:1,0,-1,100059,99941
2:4:4,0,-1,100060,99940
2:1:5,1,1,100059,99941
2:5:1,1,1,100058,99942
4:2:1,0,-1,100059,99941
6:1:1,0,-1,100060,99940
3:5:3,1,1,100059,99941
6:5:4,1,1,100058,99942
2:4:5,1,1,100057,99943
4:4:3,0,-1,100058,99942
2:1:1,0,-1,100059,99941
6:6:1,0,-1,100060,99940
1:4:3,0,-1,100061,99939
1:2:3,0,-1,100062,99938
3:2:3,0,-1,100063,99937
2:2:6,0,-1,100064,99936
4:4:4,0,-1,100065,99935
2:4:3,0,-1,100066,99934
3:1:1,0,-1,100067,99933
5:5:1,2,2,100065,99935
3:1:2,0,-1,100066,99934
1:1:1,0,-1,100067,99933
4:1:3,0,-1,100068,99932
4:3:5,1,1,100067,99933
2:2:3,0,-1,100068,99932
5:4:3,1,1,100067,99933
1:3:5,1,1,100066,99934
6:6:2,0,-1,100067,99933
4:6:6,0,-1,100068,99932
2:2:4,0,-1,100069,99931
4:3:6,0,-1,100070,99930
2:2:5,1,1,100069,99931
5:6:4,1,1,100068,99932
6:5:6,1,1,100067,99933
6:2:3,0,-1,100068,99932
1:2:4,0,-1,100069,99931
2:1:4,0,-1,100070,99930
1:3:6,0,-1,100071,99929
5:3:6,1,1,100070,99930
1:1:5,1,1,100069,99931
6:5:3,1,1,100068,99932
1:1:6,0,-1,100069,99931
1:5:3,1,1,100068,99932
6:4:1,0,-1,100069,99931
4:1:5,1,1,100068,99932
2:4:6,0,-1,100069,99931
5:6:2,1,1,100068,99932
5:1:4,1,1,100067,99933
3:5:5,2,2,100065,99935
1:5:4,1,1,100064,99936
2:2:6,0,-1,100065,99935
6:1:2,0,-1,100066,99934
5:1:4,1,1,100065,99935
3:4:2,0,-1,100066,99934
6:3:2,0,-1,100067,99933
2:2:6,0,-1,100068,99932
6:3:4,0,-1,100069,99931
1:4:2,0,-1,100070,99930
1:6:1,0,-1,100071,99929
5:3:2,1,1,100070,99930
2:3:2,0,-1,100071,99929
2:6:1,0,-1,100072,99928
4:4:4,0,-1,100073,99927
6:3:4,0,-1,100074,99926
3:5:1,1,1,100073,99927
5:2:6,1,1,100072,99928
1:4:2,0,-1,100073,99927
5:4:6,1,1,100072,99928
2:1:6,0,-1,100073,99927
5:1:4,1,1,100072,99928
5:2:5,2,2,100070,99930
4:1:3,0,-1,100071,99929
3:1:2,0,-1,100072,99928
1:3:5,1,1,100071,99929
6:3:6,0,-1,100072,99928
2:5:4,1,1,100071,99929
4:3:5,1,1,100070,99930
2:1:3,0,-1,100071,99929
3:6:4,0,-1,100072,99928
6:3:4,0,-1,100073,99927
1:5:3,1,1,100072,99928
5:4:3,1,1,100071,99929
1:2:5,1,1,100070,99930
1:2:4,0,-1,100071,99929
1:6:6,0,-1,100072,99928
3:2:2,0,-1,100073,99927
6:4:3,0,-1,100074,99926
3:2:1,0,-1,100075,99925
4:6:1,0,-1,100076,99924
3:6:6,0,-1,100077,99923
6:6:3,0,-1,100078,99922
5:2:5,2,2,100076,99924
2:5:1,1,1,100075,99925
5:2:5,2,2,100073,99927
4:2:3,0,-1,100074,99926
2:6:5,1,1,100073,99927
2:1:1,0,-1,100074,99926
1:2:5,1,1,100073,99927
5:2:5,2,2,100071,99929
2:5:1,1,1,100070,99930
6:1:5,1,1,100069,99931
1:6:3,0,-1,100070,99930
1:2:2,0,-1,100071,99929
2:1:3,0,-1,100072,99928
3:6:3,0,-1,100073,99927
3:2:4,0,-1,100074,99926
6:6:4,0,-1,100075,99925
4:4:6,0,-1,100076,99924
6:6:4,0,-1,100077,99923
2:3:3,0,-1,100078,99922
5:5:6,2,2,100076,99924
6:4:4,0,-1,100077,99923
5:1:4,1,1,100076,99924
1:4:3,0,-1,100077,99923
3:2:1,0,-1,100078,99922
3:5:5,2,2,100076,99924
6:2:6,0,-1,100077,99923
6:6:4,0,-1,100078,99922
4:2:6,0,-1,100079,99921
5:4:5,2,2,100077,99923
6:5:5,2,2,100075,99925
3:3:5,1,1,100074,99926
5:2:2,1,1,100073,99927
5:3:3,1,1,100072,99928
5:5:3,2,2,100070,99930
3:5:2,1,1,100069,99931
2:6:4,0,-1,100070,99930
1:3:6,0,-1,100071,99929
5:2:3,1,1,100070,99930
5:5:2,2,2,100068,99932
2:4:6,0,-1,100069,99931
5:2:4,1,1,100068,99932
2:1:4,0,-1,100069,99931
4:5:4,1,1,100068,99932
1:5:1,1,1,100067,99933
3:6:5,1,1,100066,99934
2:2:2,0,-1,100067,99933
4:3:5,1,1,100066,99934
6:4:3,0,-1,100067,99933
3:5:3,1,1,100066,99934
3:2:4,0,-1,100067,99933
4:4:4,0,-1,100068,99932
4:5:4,1,1,100067,99933
2:2:2,0,-1,100068,99932
3:1:2,0,-1,100069,99931
5:5:6,2,2,100067,99933
4:2:5,1,1,100066,99934
6:5:4,1,1,100065,99935
2:3:6,0,-1,100066,99934
3:4:1,0,-1,100067,99933
2:4:3,0,-1,100068,99932
3:2:3,0,-1,100069,99931
3:5:5,2,2,100067,99933
3:1:2,0,-1,100068,99932
5:5:6,2,2,100066,99934
2:1:1,0,-1,100067,99933
5:3:6,1,1,100066,99934
1:3:5,1,1,100065,99935
6:2:4,0,-1,100066,99934
2:5:5,2,2,100064,99936
5:6:2,1,1,100063,99937
1:6:5,1,1,100062,99938
6:3:1,0,-1,100063,99937
5:4:2,1,1,100062,99938
1:4:5,1,1,100061,99939
4:4:2,0,-1,100062,99938
5:5:6,2,2,100060,99940
3:6:4,0,-1,100061,99939
5:6:6,1,1,100060,99940
4:2:6,0,-1,100061,99939
2:2:3,0,-1,100062,99938
5:1:1,1,1,100061,99939
4:2:5,1,1,100060,99940
1:4:4,0,-1,100061,99939
2:1:1,0,-1,100062,99938
3:3:4,0,-1,100063,99937
6:4:4,0,-1,100064,99936
2:1:1,0,-1,100065,99935
2:5:5,2,2,100063,99937
3:5:1,1,1,100062,99938
6:5:3,1,1,100061,99939
3:2:4,0,-1,100062,99938
4:6:4,0,-1,100063,99937
5:5:3,2,2,100061,99939
6:1:1,0,-1,100062,99938
4:5:4,1,1,100061,99939
3:3:5,1,1,100060,99940
1:2:3,0,-1,100061,99939
2:3:6,0,-1,100062,99938
3:1:2,0,-1,100063,99937
2:4:2,0,-1,100064,99936
4:2:5,1,1,100063,99937
6:1:1,0,-1,100064,99936
6:1:3,0,-1,100065,99935
2:1:1,0,-1,100066,99934
5:3:3,1,1,100065,99935
6:3:4,0,-1,100066,99934
3:2:2,0,-1,100067,99933
1:5:6,1,1,100066,99934
1:6:4,0,-1,100067,99933
5:3:1,1,1,100066,99934
5:1:4,1,1,100065,99935
4:4:3,0,-1,100066,99934
6:5:2,1,1,100065,99935
1:1:2,0,-1,100066,99934
6:1:3,0,-1,100067,99933
1:4:1,0,-1,100068,99932
4:4:1,0,-1,100069,99931
6:5:3,1,1,100068,99932
4:1:6,0,-1,100069,99931
3:1:5,1,1,100068,99932
3:4:6,0,-1,100069,99931
4:6:1,0,-1,100070,99930
4:2:2,0,-1,100071,99929
4:4:1,0,-1,100072,99928
6:6:6,0,-1,100073,99927
1:1:6,0,-1,100074,99926
4:1:4,0,-1,100075,99925
6:2:5,1,1,100074,99926
1:3:6,0,-1,100075,99925
6:3:1,0,-1,100076,99924
3:1:3,0,-1,100077,99923
2:3:3,0,-1,100078,99922
4:5:1,1,1,100077,99923
6:5:1,1,1,100076,99924
4:6:3,0,-1,100077,99923
5:5:2,2,2,100075,99925
6:6:2,0,-1,100076,99924
5:1:2,1,1,100075,99925
3:5:6,1,1,100074,99926
3:2:4,0,-1,100075,99925
5:5:2,2,2,100073,99927
5:3:5,2,2,100071,99929
2:3:4,0,-1,100072,99928
2:5:2,1,1,100071,99929
6:2:2,0,-1,100072,99928
2:1:3,0,-1,100073,99927
6:5:4,1,1,100072,99928
6:4:2,0,-1,100073,99927
3:1:4,0,-1,100074,99926
6:6:6,0,-1,100075,99925
3:5:2,1,1,100074,99926
2:5:2,1,1,100073,99927
6:5:5,2,2,100071,99929
3:6:1,0,-1,100072,99928
2:5:3,1,1,100071,99929
5:1:6,1,1,100070,99930
1:2:1,0,-1,100071,99929
2:1:1,0,-1,100072,99928
3:2:4,0,-1,100073,99927
5:6:6,1,1,100072,99928
5:2:5,2,2,100070,99930
4:6:3,0,-1,100071,99929
1:1:2,0,-1,100072,99928
3:5:4,1,1,100071,99929
4:6:3,0,-1,100072,99928
3:4:4,0,-1,100073,99927
5:1:4,1,1,100072,99928
3:6:4,0,-1,100073,99927
5:2:3,1,1,100072,99928
6:5:6,1,1,100071,99929
5:6:2,1,1,100070,99930
2:1:4,0,-1,100071,99929
2:1:4,0,-1,100072,99928
1:4:6,0,-1,100073,99927
4:4:3,0,-1,100074,99926
3:4:3,0,-1,100075,99925
5:3:6,1,1,100074,99926
5:1:6,1,1,100073,99927
1:6:4,0,-1,100074,99926
4:5:1,1,1,100073,99927
2:2:1,0,-1,100074,99926
3:2:6,0,-1,100075,99925
6:2:1,0,-1,100076,99924
1:6:2,0,-1,100077,99923
3:2:5,1,1,100076,99924
4:5:3,1,1,100075,99925
2:1:2,0,-1,100076,99924
3:3:2,0,-1,100077,99923
5:5:2,2,2,100075,99925
3:5:3,1,1,100074,99926
5:3:1,1,1,100073,99927
6:1:5,1,1,100072,99928
6:3:1,0,-1,100073,99927
5:2:1,1,1,100072,99928
4:1:4,0,-1,100073,99927
5:2:4,1,1,100072,99928
6:5:6,1,1,100071,99929
6:1:3,0,-1,100072,99928
6:4:2,0,-1,100073,99927
3:6:5,1,1,100072,99928
3:6:5,1,1,100071,99929
2:5:2,1,1,100070,99930
1:2:1,0,-1,100071,99929
3:6:4,0,-1,100072,99928
4:6:1,0,-1,100073,99927
3:6:1,0,-1,100074,99926
6:3:6,0,-1,100075,99925
1:1:2,0,-1,100076,99924
3:6:2,0,-1,100077,99923
2:3:3,0,-1,100078,99922
3:3:3,0,-1,100079,99921
2:5:2,1,1,100078,99922
5:4:4,1,1,100077,99923
3:4:3,0,-1,100078,99922
2:4:4,0,-1,100079,99921
4:3:2,0,-1,100080,99920
4:3:5,1,1,100079,99921
5:4:2,1,1,100078,99922
1:6:6,0,-1,100079,99921
3:1:2,0,-1,100080,99920
3:6:2,0,-1,100081,99919
2:5:3,1,1,100080,99920
4:1:1,0,-1,100081,99919
5:2:5,2,2,100079,99921
5:5:5,3,3,100076,99924
5:3:1,1,1,100075,99925
4:1:5,1,1,100074,99926
6:4:6,0,-1,100075,99925
6:3:5,1,1,100074,99926
2:4:5,1,1,100073,99927
4:4:5,1,1,100072,99928
2:4:6,0,-1,100073,99927
5:6:5,2,2,100071,99929
4:2:4,0,-1,100072,99928
3:4:3,0,-1,100073,99927
2:5:3,1,1,100072,99928
5:4:3,1,1,100071,99929
1:3:2,0,-1,100072,99928
3:5:6,1,1,100071,99929
3:2:4,0,-1,100072,99928
1:4:5,1,1,100071,99929
1:3:2,0,-1,100072,99928
6:3:4,0,-1,100073,99927
2:1:2,0,-1,100074,99926
4:4:4,0,-1,100075,99925
5:6:1,1,1,100074,99926
5:5:2,2,2,100072,99928
4:4:2,0,-1,100073,99927
1:6:3,0,-1,100074,99926
1:4:1,0,-1,100075,99925
1:4:3,0,-1,100076,99924
6:1:1,0,-1,100077,99923
3:6:4,0,-1,100078,99922
2:5:3,1,1,100077,99923
5:5:5,3,3,100074,99926
6:3:4,0,-1,100075,99925
3:6:1,0,-1,100076,99924
1:1:1,0,-1,100077,99923
5:5:1,2,2,100075,99925
1:4:2,0,-1,100076,99924
5:2:4,1,1,100075,99925
6:4:6,0,-1,100076,99924
5:2:1,1,1,100075,99925
6:2:4,0,-1,100076,99924
4:4:5,1,1,100075,99925
1:3:6,0,-1,100076,99924
2:2:5,1,1,100075,99925
6:1:2,0,-1,100076,99924
2:3:1,0,-1,100077,99923
3:2:6,0,-1,100078,99922
5:1:5,2,2,100076,99924
1:5:4,1,1,100075,99925
3:2:3,0,-1,100076,99924
5:5:6,2,2,100074,99926
3:2:1,0,-1,100075,99925
1:1:1,0,-1,100076,99924
6:2:2,0,-1,100077,99923
4:2:1,0,-1,100078,99922
3:3:5,1,1,100077,99923
5:6:6,1,1,100076,99924
2:5:6,1,1,100075,99925
5:4:3,1,1,100074,99926
2:3:2,0,-1,100075,99925
4:5:1,1,1,100074,99926
1:3:5,1,1,100073,99927
1:4:1,0,-1,100074,99926
4:6:4,0,-1,100075,99925
5:5:3,2,2,100073,99927
6:6:5,1,1,100072,99928
4:6:6,0,-1,100073,99927
5:3:6,1,1,100072,99928
3:4:5,1,1,100071,99929
5:3:1,1,1,100070,99930
5:3:6,1,1,100069,99931
3:3:1,0,-1,100070,99930
3:5:5,2,2,100068,99932
2:3:5,1,1,100067,99933
6:6:2,0,-1,100068,99932
4:2:4,0,-1,100069,99931
6:4:3,0,-1,100070,99930
4:6:2,0,-1,100071,99929
3:2:1,0,-1,100072,99928
5:3:2,1,1,100071,99929
3:1:6,0,-1,100072,99928
5:2:5,2,2,100070,99930
5:2:5,2,2,100068,99932
6:2:2,0,-1,100069,99931
2:2:2,0,-1,100070,99930
4:2:4,0,-1,100071,99929
4:3:4,0,-1,100072,99928
5:1:6,1,1,100071,99929
3:2:4,0,-1,100072,99928
3:6:3,0,-1,100073,99927
6:3:2,0,-1,100074,99926
6:4:5,1,1,100073,99927
1:5:5,2,2,100071,99929
3:6:5,1,1,100070,99930
6:3:4,0,-1,100071,99929
3:1:4,0,-1,100072,99928
3:5:5,2,2,100070,99930
4:4:5,1,1,100069,99931
