run set,number of matches,winning result,game master balance,player balance
3:5:6,1,1,100029,99971
2:5:2,0,-1,100030,99970
2:5:6,1,1,100029,99971
6:3:6,2,2,100027,99973
3:5:5,0,-1,100028,99972
3:2:2,0,-1,100029,99971
6:1:1,1,1,100028,99972
4:1:1,0,-1,100029,99971
6:4:3,1,1,100028,99972
2:3:5,0,-1,100029,99971
2:3:1,0,-1,100030,99970
6:5:3,1,1,100029,99971
1:3:6,1,1,100028,99972
4:6:2,1,1,100027,99973
3:1:6,1,1,100026,99974
4:5:6,1,1,100025,99975
4:1:2,0,-1,100026,99974
1:5:2,0,-1,100027,99973
6:3:3,1,1,100026,99974
5:2:1,0,-1,100027,99973
2:1:6,1,1,100026,99974
6:3:1,1,1,100025,99975
1:4:4,0,-1,100026,99974
1:5:1,0,-1,100027,99973
4:5:1,0,-1,100028,99972
3:3:5,0,-1,100029,99971
3:1:6,1,1,100028,99972
2:3:6,1,1,100027,99973
4:3:4,0,-1,100028,99972
1:2:5,0,-1,100029,99971
3:4:2,0,-1,100030,99970
3:2:5,0,-1,100031,99969
3:5:1,0,-1,100032,99968
1:5:1,0,-1,100033,99967
1:3:1,0,-1,100034,99966
4:3:2,0,-1,100035,99965
6:1:6,2,2,100033,99967
3:1:5,0,-1,100034,99966
6:5:4,1,1,100033,99967
6:6:5,2,2,100031,99969
1:6:1,1,1,100030,99970
6:1:5,1,1,100029,99971
4:1:4,0,-1,100030,99970
6:3:4,1,1,100029,99971
6:3:3,1,1,100028,99972
6:2:5,1,1,100027,99973
2:1:2,0,-1,100028,99972
6:6:4,2,2,100026,99974
5:4:4,0,-1,100027,99973
3:2:6,1,1,100026,99974
1:5:4,0,-1,100027,99973
6:5:5,1,1,100026,99974
1:6:2,1,1,100025,99975
2:2:4,0,-1,100026,99974
4:4:2,0,-1,100027,99973
6:4:5,1,1,100026,99974
3:6:3,1,1,100025,99975
2:2:1,0,-1,100026,99974
2:2:3,0,-1,100027,99973
5:6:5,1,1,100026,99974
5:2:2,0,-1,100027,99973
2:3:5,0,-1,100028,99972
5:3:3,0,-1,100029,99971
2:1:5,0,-1,100030,99970
4:6:4,1,1,100029,99971
1:6:6,2,2,100027,99973
3:3:1,0,-1,100028,99972
2:1:2,0,-1,100029,99971
4:5:3,0,-1,100030,99970
1:6:2,1,1,100029,99971
5:2:5,0,-1,100030,99970
1:2:1,0,-1,100031,99969
5:6:4,1,1,100030,99970
4:2:3,0,-1,100031,99969
2:5:4,0,-1,100032,99968
4:1:4,0,-1,100033,99967
3:1:6,1,1,100032,99968
1:5:2,0,-1,100033,99967
1:3:2,0,-1,100034,99966
1:3:3,0,-1,100035,99965
5:4:2,0,-1,100036,99964
6:2:4,1,1,100035,99965
6:6:2,2,2,100033,99967
5:3:6,1,1,100032,99968
4:6:1,1,1,100031,99969
2:6:1,1,1,100030,99970
1:3:6,1,1,100029,99971
5:2:1,0,-1,100030,99970
5:4:3,0,-1,100031,99969
6:1:3,1,1,100030,99970
2:6:2,1,1,100029,99971
6:4:2,1,1,100028,99972
6:6:5,2,2,100026,99974
3:1:6,1,1,100025,99975
6:4:2,1,1,100024,99976
1:5:4,0,-1,100025,99975
1:1:5,0,-1,100026,99974
2:1:4,0,-1,100027,99973
5:5:5,0,-1,100028,99972
4:1:2,0,-1,100029,99971
1:5:2,0,-1,100030,99970
5:3:4,0,-1,100031,99969
6:2:4,1,1,100030,99970
4:1:1,0,-1,100031,99969
6:2:1,1,1,100030,99970
5:6:4,1,1,100029,99971
2:5:6,1,1,100028,99972
4:5:4,0,-1,100029,99971
3:2:1,0,-1,100030,99970
2:2:2,0,-1,100031,99969
5:3:5,0,-1,100032,99968
2:6:5,1,1,100031,99969
2:2:4,0,-1,100032,99968
2:5:1,0,-1,100033,99967
6:1:6,2,2,100031,99969
1:2:6,1,1,100030,99970
5:6:2,1,1,100029,99971
2:1:6,1,1,100028,99972
1:1:3,0,-1,100029,99971
5:6:6,2,2,100027,99973
5:5:6,1,1,100026,99974
1:5:1,0,-1,100027,99973
6:5:2,1,1,100026,99974
6:4:1,1,1,100025,99975
6:3:1,1,1,100024,99976
5:4:5,0,-1,100025,99975
3:2:2,0,-1,100026,99974
6:5:3,1,1,100025,99975
6:1:4,1,1,100024,99976
3:5:3,0,-1,100025,99975
6:3:2,1,1,100024,99976
1:4:2,0,-1,100025,99975
5:5:6,1,1,100024,99976
3:1:5,0,-1,100025,99975
3:1:6,1,1,100024,99976
1:1:6,1,1,100023,99977
3:2:3,0,-1,100024,99976
3:1:2,0,-1,100025,99975
1:6:5,1,1,100024,99976
4:1:1,0,-1,100025,99975
4:5:2,0,-1,100026,99974
6:3:2,1,1,100025,99975
3:5:6,1,1,100024,99976
6:2:4,1,1,100023,99977
1:1:1,0,-1,100024,99976
4:4:5,0,-1,100025,99975
3:2:3,0,-1,100026,99974
5:2:5,0,-1,100027,99973
5:5:3,0,-1,100028,99972
2:5:6,1,1,100027,99973
2:3:6,1,1,100026,99974
6:5:6,2,2,100024,99976
4:2:5,0,-1,100025,99975
5:1:1,0,-1,100026,99974
5:3:5,0,-1,100027,99973
3:6:5,1,1,100026,99974
3:4:4,0,-1,100027,99973
2:4:1,0,-1,100028,99972
4:3:1,0,-1,100029,99971
3:2:3,0,-1,100030,99970
4:5:1,0,-1,100031,99969
4:5:6,1,1,100030,99970
6:4:6,2,2,100028,99972
6:5:5,1,1,100027,99973
1:4:6,1,1,100026,99974
2:5:4,0,-1,100027,99973
5:4:6,1,1,100026,99974
1:1:4,0,-1,100027,99973
3:2:6,1,1,100026,99974
1:6:2,1,1,100025,99975
1:4:4,0,-1,100026,99974
5:4:6,1,1,100025,99975
5:2:6,1,1,100024,99976
4:5:3,0,-1,100025,99975
1:3:3,0,-1,100026,99974
3:5:1,0,-1,100027,99973
5:3:1,0,-1,100028,99972
2:3:3,0,-1,100029,99971
4:4:3,0,-1,100030,99970
3:1:1,0,-1,100031,99969
4:3:6,1,1,100030,99970
5:5:1,0,-1,100031,99969
3:5:5,0,-1,100032,99968
4:1:6,1,1,100031,99969
1:2:6,1,1,100030,99970
5:1:1,0,-1,100031,99969
2:2:2,0,-1,100032,99968
5:5:6,1,1,100031,99969
3:5:6,1,1,100030,99970
6:5:1,1,1,100029,99971
4:6:2,1,1,100028,99972
4:2:4,0,-1,100029,99971
2:6:2,1,1,100028,99972
2:5:6,1,1,100027,99973
6:6:1,2,2,100025,99975
3:1:3,0,-1,100026,99974
1:4:2,0,-1,100027,99973
4:5:2,0,-1,100028,99972
3:5:6,1,1,100027,99973
4:5:5,0,-1,100028,99972
3:6:1,1,1,100027,99973
3:3:1,0,-1,100028,99972
4:2:5,0,-1,100029,99971
1:1:1,0,-1,100030,99970
3:1:4,0,-1,100031,99969
3:3:2,0,-1,100032,99968
4:3:6,1,1,100031,99969
1:5:5,0,-1,100032,99968
4:5:3,0,-1,100033,99967
3:2:6,1,1,100032,99968
6:2:2,1,1,100031,99969
4:5:5,0,-1,100032,99968
6:5:3,1,1,100031,99969
3:6:2,1,1,100030,99970
1:2:1,0,-1,100031,99969
1:1:5,0,-1,100032,99968
1:4:2,0,-1,100033,99967
1:6:6,2,2,100031,99969
4:1:1,0,-1,100032,99968
4:5:4,0,-1,100033,99967
3:3:6,1,1,100032,99968
6:6:3,2,2,100030,99970
2:5:4,0,-1,100031,99969
2:6:5,1,1,100030,99970
6:1:1,1,1,100029,99971
3:1:6,1,1,100028,99972
1:2:3,0,-1,100029,99971
3:3:1,0,-1,100030,99970
5:3:4,0,-1,100031,99969
3:6:1,1,1,100030,99970
4:2:2,0,-1,100031,99969
1:2:6,1,1,100030,99970
5:3:4,0,-1,100031,99969
4:4:3,0,-1,100032,99968
6:3:5,1,1,100031,99969
4:1:6,1,1,100030,99970
6:1:2,1,1,100029,99971
4:5:3,0,-1,100030,99970
1:3:5,0,-1,100031,99969
2:5:1,0,-1,100032,99968
1:3:6,1,1,100031,99969
1:3:6,1,1,100030,99970
6:6:6,3,3,100027,99973
1:4:1,0,-1,100028,99972
5:1:2,0,-1,100029,99971
6:1:1,1,1,100028,99972
2:2:4,0,-1,100029,99971
3:6:6,2,2,100027,99973
2:4:3,0,-1,100028,99972
4:1:6,1,1,100027,99973
3:3:2,0,-1,100028,99972
3:4:5,0,-1,100029,99971
5:3:2,0,-1,100030,99970
5:1:2,0,-1,100031,99969
6:3:6,2,2,100029,99971
6:6:6,3,3,100026,99974
2:3:3,0,-1,100027,99973
2:6:3,1,1,100026,99974
2:3:4,0,-1,100027,99973
2:2:1,0,-1,100028,99972
6:1:3,1,1,100027,99973
3:2:5,0,-1,100028,99972
1:3:6,1,1,100027,99973
4:5:1,0,-1,100028,99972
6:5:1,1,1,100027,99973
2:4:2,0,-1,100028,99972
2:2:4,0,-1,100029,99971
2:6:4,1,1,100028,99972
4:6:1,1,1,100027,99973
5:3:6,1,1,100026,99974
6:6:5,2,2,100024,99976
4:1:4,0,-1,100025,99975
2:2:4,0,-1,100026,99974
5:3:5,0,-1,100027,99973
5:6:5,1,1,100026,99974
3:2:5,0,-1,100027,99973
4:3:1,0,-1,100028,99972
5:1:1,0,-1,100029,99971
2:4:4,0,-1,100030,99970
6:1:3,1,1,100029,99971
1:4:2,0,-1,100030,99970
4:5:5,0,-1,100031,99969
1:4:5,0,-1,100032,99968
3:4:4,0,-1,100033,99967
1:1:6,1,1,100032,99968
3:1:6,1,1,100031,99969
1:3:2,0,-1,100032,99968
6:1:2,1,1,100031,99969
3:3:5,0,-1,100032,99968
5:6:1,1,1,100031,99969
1:2:2,0,-1,100032,99968
1:4:6,1,1,100031,99969
6:4:1,1,1,100030,99970
4:3:4,0,-1,100031,99969
4:4:2,0,-1,100032,99968
1:5:1,0,-1,100033,99967
6:3:1,1,1,100032,99968
3:3:4,0,-1,100033,99967
4:4:5,0,-1,100034,99966
5:4:5,0,-1,100035,99965
2:4:5,0,-1,100036,99964
5:4:6,1,1,100035,99965
1:5:6,1,1,100034,99966
1:5:4,0,-1,100035,99965
6:4:2,1,1,100034,99966
5:1:2,0,-1,100035,99965
4:1:1,0,-1,100036,99964
5:3:1,0,-1,100037,99963
4:6:1,1,1,100036,99964
1:6:2,1,1,100035,99965
4:3:3,0,-1,100036,99964
3:3:3,0,-1,100037,99963
6:4:2,1,1,100036,99964
1:2:4,0,-1,100037,99963
5:6:6,2,2,100035,99965
3:4:6,1,1,100034,99966
6:3:4,1,1,100033,99967
3:1:2,0,-1,100034,99966
5:2:1,0,-1,100035,99965
1:6:5,1,1,100034,99966
6:4:1,1,1,100033,99967
5:2:4,0,-1,100034,99966
5:4:6,1,1,100033,99967
4:3:4,0,-1,100034,99966
5:1:5,0,-1,100035,99965
1:4:3,0,-1,100036,99964
5:6:4,1,1,100035,99965
2:2:2,0,-1,100036,99964
5:5:3,0,-1,100037,99963
5:2:1,0,-1,100038,99962
2:4:5,0,-1,100039,99961
4:2:3,0,-1,100040,99960
5:2:4,0,-1,100041,99959
5:6:5,1,1,100040,99960
3:4:4,0,-1,100041,99959
6:1:5,1,1,100040,99960
1:3:5,0,-1,100041,99959
6:1:5,1,1,100040,99960
3:3:4,0,-1,100041,99959
4:1:6,1,1,100040,99960
5:2:3,0,-1,100041,99959
4:1:6,1,1,100040,99960
5:3:4,0,-1,100041,99959
4:1:1,0,-1,100042,99958
1:2:3,0,-1,100043,99957
4:3:3,0,-1,100044,99956
1:4:4,0,-1,100045,99955
4:3:1,0,-1,100046,99954
3:3:3,0,-1,100047,99953
2:2:6,1,1,100046,99954
1:6:5,1,1,100045,99955
4:5:1,0,-1,100046,99954
2:5:6,1,1,100045,99955
3:5:1,0,-1,100046,99954
5:2:2,0,-1,100047,99953
2:6:6,2,2,100045,99955
1:2:6,1,1,100044,99956
2:6:4,1,1,100043,99957
1:4:1,0,-1,100044,99956
6:6:5,2,2,100042,99958
5:5:3,0,-1,100043,99957
6:1:5,1,1,100042,99958
2:1:6,1,1,100041,99959
2:5:3,0,-1,100042,99958
3:4:4,0,-1,100043,99957
6:5:1,1,1,100042,99958
5:2:6,1,1,100041,99959
2:3:6,1,1,100040,99960
5:6:6,2,2,100038,99962
1:5:5,0,-1,100039,99961
4:1:3,0,-1,100040,99960
3:3:2,0,-1,100041,99959
5:1:6,1,1,100040,99960
2:5:3,0,-1,100041,99959
2:4:3,0,-1,100042,99958
2:1:2,0,-1,100043,99957
1:1:4,0,-1,100044,99956
1:1:6,1,1,100043,99957
2:6:3,1,1,100042,99958
2:3:6,1,1,100041,99959
5:6:5,1,1,100040,99960
4:1:5,0,-1,100041,99959
5:5:5,0,-1,100042,99958
5:1:6,1,1,100041,99959
2:3:3,0,-1,100042,99958
3:3:5,0,-1,100043,99957
4:5:4,0,-1,100044,99956
3:5:5,0,-1,100045,99955
2:1:5,0,-1,100046,99954
2:2:1,0,-1,100047,99953
3:4:2,0,-1,100048,99952
3:2:2,0,-1,100049,99951
3:1:2,0,-1,100050,99950
4:2:6,1,1,100049,99951
5:2:5,0,-1,100050,99950
3:6:5,1,1,100049,99951
5:2:3,0,-1,100050,99950
1:3:1,0,-1,100051,99949
4:6:6,2,2,100049,99951
1:3:1,0,-1,100050,99950
1:2:5,0,-1,100051,99949
6:5:6,2,2,100049,99951
3:1:1,0,-1,100050,99950
3:6:6,2,2,100048,99952
4:3:1,0,-1,100049,99951
3:3:1,0,-1,100050,99950
5:2:3,0,-1,100051,99949
3:2:4,0,-1,100052,99948
1:1:5,0,-1,100053,99947
1:6:4,1,1,100052,99948
3:2:3,0,-1,100053,99947
3:4:3,0,-1,100054,99946
6:6:6,3,3,100051,99949
2:1:4,0,-1,100052,99948
3:6:3,1,1,100051,99949
5:2:6,1,1,100050,99950
4:6:5,1,1,100049,99951
5:1:1,0,-1,100050,99950
3:5:3,0,-1,100051,99949
3:2:1,0,-1,100052,99948
5:5:3,0,-1,100053,99947
4:5:5,0,-1,100054,99946
5:3:3,0,-1,100055,99945
2:2:1,0,-1,100056,99944
2:6:2,1,1,100055,99945
3:3:4,0,-1,100056,99944
3:2:2,0,-1,100057,99943
5:3:1,0,-1,100058,99942
2:1:4,0,-1,100059,99941
1:6:2,1,1,100058,99942
5:4:1,0,-1,100059,99941
1:3:1,0,-1,100060,99940
3:5:6,1,1,100059,99941
1:5:4,0,-1,100060,99940
2:2:3,0,-1,100061,99939
1:4:4,0,-1,100062,99938
4:4:5,0,-1,100063,99937
2:4:2,0,-1,100064,99936
2:2:6,1,1,100063,99937
2:1:4,0,-1,100064,99936
6:6:6,3,3,100061,99939
5:4:4,0,-1,100062,99938
2:2:5,0,-1,100063,99937
1:4:2,0,-1,100064,99936
4:4:1,0,-1,100065,99935
1:6:1,1,1,100064,99936
1:5:6,1,1,100063,99937
3:1:6,1,1,100062,99938
2:4:4,0,-1,100063,99937
1:6:4,1,1,100062,99938
1:5:6,1,1,100061,99939
6:5:6,2,2,100059,99941
3:5:3,0,-1,100060,99940
2:3:6,1,1,100059,99941
4:4:3,0,-1,100060,99940
6:6:1,2,2,100058,99942
6:5:2,1,1,100057,99943
1:1:3,0,-1,100058,99942
1:1:2,0,-1,100059,99941
6:2:5,1,1,100058,99942
4:1:6,1,1,100057,99943
3:4:3,0,-1,100058,99942
5:1:3,0,-1,100059,99941
1:6:1,1,1,100058,99942
1:6:5,1,1,100057,99943
5:3:3,0,-1,100058,99942
2:1:6,1,1,100057,99943
5:4:1,0,-1,100058,99942
6:5:1,1,1,100057,99943
3:1:5,0,-1,100058,99942
3:4:1,0,-1,100059,99941
2:4:3,0,-1,100060,99940
2:4:5,0,-1,100061,99939
3:1:6,1,1,100060,99940
2:2:1,0,-1,100061,99939
5:1:3,0,-1,100062,99938
6:4:5,1,1,100061,99939
5:3:4,0,-1,100062,99938
3:5:6,1,1,100061,99939
5:4:5,0,-1,100062,99938
3:5:6,1,1,100061,99939
2:4:3,0,-1,100062,99938
1:5:1,0,-1,100063,99937
4:5:5,0,-1,100064,99936
5:1:1,0,-1,100065,99935
1:3:6,1,1,100064,99936
3:1:2,0,-1,100065,99935
6:5:1,1,1,100064,99936
3:4:5,0,-1,100065,99935
3:5:3,0,-1,100066,99934
2:6:1,1,1,100065,99935
2:5:4,0,-1,100066,99934
3:1:1,0,-1,100067,99933
1:2:2,0,-1,100068,99932
4:5:6,1,1,100067,99933
1:3:1,0,-1,100068,99932
4:4:5,0,-1,100069,99931
5:6:2,1,1,100068,99932
4:4:5,0,-1,100069,99931
6:4:4,1,1,100068,99932
5:6:1,1,1,100067,99933
3:4:2,0,-1,100068,99932
4:4:3,0,-1,100069,99931
2:2:3,0,-1,100070,99930
2:2:6,1,1,100069,99931
2:3:6,1,1,100068,99932
4:3:5,0,-1,100069,99931
3:5:2,0,-1,100070,99930
2:4:2,0,-1,100071,99929
5:1:2,0,-1,100072,99928
2:4:5,0,-1,100073,99927
2:4:3,0,-1,100074,99926
6:2:4,1,1,100073,99927
1:4:5,0,-1,100074,99926
2:4:6,1,1,100073,99927
2:6:5,1,1,100072,99928
5:2:5,0,-1,100073,99927
3:2:2,0,-1,100074,99926
6:3:4,1,1,100073,99927
5:6:1,1,1,100072,99928
1:1:4,0,-1,100073,99927
5:3:4,0,-1,100074,99926
5:6:1,1,1,100073,99927
1:1:2,0,-1,100074,99926
4:6:3,1,1,100073,99927
3:2:6,1,1,100072,99928
6:2:2,1,1,100071,99929
3:6:3,1,1,100070,99930
2:1:5,0,-1,100071,99929
6:3:3,1,1,100070,99930
6:4:1,1,1,100069,99931
3:1:1,0,-1,100070,99930
3:2:1,0,-1,100071,99929
2:4:1,0,-1,100072,99928
2:2:2,0,-1,100073,99927
1:5:4,0,-1,100074,99926
